employee_id,period_id,branch_id,base_pay_usd,bonus_pay_usd,total_pay_usd
EMP-000020,2025-M05,BR-004,5459.03,89.05,5548.08
EMP-000020,2025-M06,BR-004,5526.42,316.54,5842.96
EMP-000020,2025-M07,BR-004,5326.62,95.97,5422.59
EMP-000020,2025-M08,BR-004,5481.47,119.7,5601.17
EMP-000020,2025-M09,BR-004,5630.76,406.66,6037.42
EMP-000020,2025-M10,BR-004,5494.72,86.91,5581.63
EMP-000020,2025-M11,BR-004,5559.51,98.54,5658.05
EMP-000020,2025-M12,BR-004,5582.31,335.43,5917.74
EMP-000020,2026-M01,BR-004,5414.0,116.0,5530.0
EMP-000020,2026-M02,BR-004,5567.15,113.55,5680.7
EMP-000020,2026-M03,BR-004,5572.5,239.25,5811.75
EMP-000020,2026-M04,BR-004,5468.93,97.43,5566.36
EMP-000020,2026-M05,BR-004,5482.78,106.32,5589.1
EMP-000020,2026-M06,BR-004,5724.47,379.2,6103.67
EMP-000020,2026-M07,BR-004,5577.73,84.29,5662.02
EMP-000020,2026-M08,BR-004,5497.14,66.79,5563.93
EMP-000020,2026-M09,BR-004,5549.32,574.47,6123.79
EMP-000020,2026-M10,BR-004,5625.11,105.83,5730.94
EMP-000020,2026-M11,BR-004,5503.85,86.53,5590.38
EMP-000020,2026-M12,BR-004,5565.02,414.92,5979.94
EMP-000021,2025-M01,BR-004,6118.44,64.9,6183.34
EMP-000021,2025-M02,BR-004,6028.84,46.16,6075.0
EMP-000021,2025-M03,BR-004,6313.14,282.0,6595.14
EMP-000021,2025-M04,BR-004,6028.59,78.1,6106.69
EMP-000021,2025-M05,BR-004,6003.83,62.77,6066.6
EMP-000021,2025-M06,BR-004,6027.85,246.09,6273.94
EMP-000021,2025-M07,BR-004,6077.75,54.51,6132.26
EMP-000021,2025-M08,BR-004,6183.5,96.09,6279.59
EMP-000021,2025-M09,BR-004,6206.75,225.19,6431.94
EMP-000021,2025-M10,BR-004,6136.94,52.77,6189.71
EMP-000021,2025-M11,BR-004,6020.09,77.06,6097.15
EMP-000021,2025-M12,BR-004,6119.79,223.4,6343.19
EMP-000021,2026-M01,BR-004,6102.65,63.43,6166.08
EMP-000021,2026-M02,BR-004,6021.41,66.0,6087.41
EMP-000021,2026-M03,BR-004,6244.99,315.77,6560.76
EMP-000021,2026-M04,BR-004,6122.2,58.32,6180.52
EMP-000021,2026-M05,BR-004,6178.09,65.41,6243.5
EMP-000021,2026-M06,BR-004,6263.91,316.53,6580.44
EMP-000021,2026-M07,BR-004,6155.9,59.83,6215.73
EMP-000021,2026-M08,BR-004,6155.12,64.06,6219.18
EMP-000021,2026-M09,BR-004,6317.05,247.18,6564.23
EMP-000021,2026-M10,BR-004,6119.93,63.48,6183.41
EMP-000021,2026-M11,BR-004,5979.78,59.42,6039.2
EMP-000021,2026-M12,BR-004,6313.28,255.25,6568.53
EMP-000022,2025-M01,BR-004,5825.95,89.76,5915.71
EMP-000022,2025-M02,BR-004,5905.41,85.73,5991.14
EMP-000022,2025-M03,BR-004,6149.79,333.33,6483.12
EMP-000022,2025-M04,BR-004,5769.56,81.47,5851.03
EMP-000022,2025-M05,BR-004,5841.01,64.04,5905.05
EMP-000022,2025-M06,BR-004,5998.32,290.54,6288.86
EMP-000022,2025-M07,BR-004,5859.09,70.55,5929.64
EMP-000022,2025-M08,BR-004,5838.63,53.65,5892.28
EMP-000022,2025-M09,BR-004,5858.9,356.48,6215.38
EMP-000022,2025-M10,BR-004,5837.04,78.0,5915.04
EMP-000022,2025-M11,BR-004,5853.55,101.81,5955.36
EMP-000022,2025-M12,BR-004,5787.28,353.21,6140.49
EMP-000022,2026-M01,BR-004,5811.89,50.84,5862.73
EMP-000022,2026-M02,BR-004,5972.91,51.52,6024.43
EMP-000022,2026-M03,BR-004,6090.51,368.0,6458.51
EMP-000022,2026-M04,BR-004,5981.65,102.05,6083.7
EMP-000022,2026-M05,BR-004,5871.99,85.5,5957.49
EMP-000022,2026-M06,BR-004,6086.28,287.92,6374.2
EMP-000022,2026-M07,BR-004,5862.43,87.98,5950.41
EMP-000022,2026-M08,BR-004,5958.29,81.91,6040.2
EMP-000022,2026-M09,BR-004,5959.53,263.84,6223.37
EMP-000022,2026-M10,BR-004,5831.99,86.6,5918.59
EMP-000022,2026-M11,BR-004,5980.1,103.27,6083.37
EMP-000022,2026-M12,BR-004,6033.17,365.66,6398.83
EMP-000023,2025-M01,BR-004,2144.21,21.56,2165.77
EMP-000023,2025-M02,BR-004,2175.06,17.24,2192.3
EMP-000023,2025-M03,BR-004,2242.1,57.1,2299.2
EMP-000023,2025-M04,BR-004,2128.6,11.37,2139.97
EMP-000023,2025-M05,BR-004,2185.45,16.42,2201.87
EMP-000023,2025-M06,BR-004,2191.83,70.46,2262.29
EMP-000023,2025-M07,BR-004,2151.24,12.95,2164.19
EMP-000023,2025-M08,BR-004,2164.97,19.84,2184.81
EMP-000023,2025-M09,BR-004,2227.91,79.88,2307.79
EMP-000023,2025-M10,BR-004,2145.58,16.85,2162.43
EMP-000023,2025-M11,BR-004,2140.05,17.73,2157.78
EMP-000023,2025-M12,BR-004,2191.55,65.56,2257.11
EMP-000023,2026-M01,BR-004,2191.11,15.56,2206.67
EMP-000023,2026-M02,BR-004,2157.64,15.85,2173.49
EMP-000023,2026-M03,BR-004,2179.33,48.93,2228.26
EMP-000023,2026-M04,BR-004,2172.52,10.37,2182.89
EMP-000023,2026-M05,BR-004,2150.82,15.64,2166.46
EMP-000023,2026-M06,BR-004,2212.77,74.1,2286.87
EMP-000023,2026-M07,BR-004,2126.77,17.9,2144.67
EMP-000023,2026-M08,BR-004,2127.1,16.43,2143.53
EMP-000023,2026-M09,BR-004,2232.79,80.17,2312.96
EMP-000023,2026-M10,BR-004,2117.17,14.02,2131.19
EMP-000023,2026-M11,BR-004,2112.71,17.39,2130.1
EMP-000023,2026-M12,BR-004,2225.09,53.31,2278.4
EMP-000024,2025-M01,BR-004,6074.91,103.84,6178.75
EMP-000024,2025-M02,BR-004,6217.35,193.98,6411.33
EMP-000024,2025-M03,BR-004,6100.01,656.64,6756.65
EMP-000024,2025-M04,BR-004,6287.87,138.34,6426.21
EMP-000024,2025-M05,BR-004,6209.06,214.46,6423.52
EMP-000024,2025-M06,BR-004,6366.97,612.36,6979.33
EMP-000024,2025-M07,BR-004,6103.66,117.42,6221.08
EMP-000024,2025-M08,BR-004,6233.86,157.2,6391.06
EMP-000024,2025-M09,BR-004,6442.66,544.31,6986.97
EMP-000024,2025-M10,BR-004,6339.69,92.11,6431.8
EMP-000024,2025-M11,BR-004,6200.48,87.67,6288.15
EMP-000024,2025-M12,BR-004,6334.39,758.29,7092.68
EMP-000024,2026-M01,BR-004,6206.63,134.82,6341.45
EMP-000024,2026-M02,BR-004,6388.27,159.85,6548.12
EMP-000024,2026-M03,BR-004,6345.74,493.17,6838.91
EMP-000024,2026-M04,BR-004,6468.74,158.26,6627.0
EMP-000024,2026-M05,BR-004,6463.71,137.85,6601.56
EMP-000024,2026-M06,BR-004,6554.75,556.76,7111.51
EMP-000024,2026-M07,BR-004,6443.46,152.38,6595.84
EMP-000024,2026-M08,BR-004,6317.04,147.22,6464.26
EMP-000024,2026-M09,BR-004,6553.15,641.12,7194.27
EMP-000024,2026-M10,BR-004,6367.67,134.66,6502.33
EMP-000024,2026-M11,BR-004,6386.23,136.45,6522.68
EMP-000024,2026-M12,BR-004,6583.35,743.23,7326.58
EMP-000025,2025-M01,BR-005,10073.64,393.31,10466.95
EMP-000025,2025-M02,BR-005,10348.89,345.32,10694.21
EMP-000025,2025-M03,BR-005,10171.34,1698.69,11870.03
EMP-000025,2025-M04,BR-005,10102.1,388.57,10490.67
EMP-000025,2025-M05,BR-005,10081.63,373.81,10455.44
EMP-000025,2025-M06,BR-005,10291.9,2193.54,12485.44
EMP-000025,2025-M07,BR-005,10271.53,449.61,10721.14
EMP-000025,2025-M08,BR-005,10107.14,533.67,10640.81
EMP-000025,2025-M09,BR-005,10415.04,1659.06,12074.1
EMP-000025,2025-M10,BR-005,10322.33,355.16,10677.49
EMP-000025,2025-M11,BR-005,10049.19,485.05,10534.24
EMP-000025,2025-M12,BR-005,10090.43,1796.56,11886.99
EMP-000025,2026-M01,BR-005,10192.98,492.19,10685.17
EMP-000025,2026-M02,BR-005,10232.3,340.91,10573.21
EMP-000025,2026-M03,BR-005,10313.91,1495.0,11808.91
EMP-000025,2026-M04,BR-005,9880.09,426.27,10306.36
EMP-000025,2026-M05,BR-005,10253.26,526.47,10779.73
EMP-000025,2026-M06,BR-005,10593.0,1858.81,12451.81
EMP-000025,2026-M07,BR-005,10146.71,364.86,10511.57
EMP-000025,2026-M08,BR-005,10134.92,418.24,10553.16
EMP-000025,2026-M09,BR-005,10408.07,1780.08,12188.15
EMP-000025,2026-M10,BR-005,10229.06,422.45,10651.51
EMP-000025,2026-M11,BR-005,10023.39,450.95,10474.34
EMP-000025,2026-M12,BR-005,10536.18,1511.22,12047.4
EMP-000026,2025-M01,BR-005,5520.68,81.7,5602.38
EMP-000026,2025-M02,BR-005,5594.8,106.67,5701.47
EMP-000026,2025-M03,BR-005,5765.61,398.03,6163.64
EMP-000026,2025-M04,BR-005,5622.94,102.74,5725.68
EMP-000026,2025-M05,BR-005,5635.27,68.38,5703.65
EMP-000026,2025-M06,BR-005,5730.46,363.84,6094.3
EMP-000026,2025-M07,BR-005,5716.36,102.26,5818.62
EMP-000026,2025-M08,BR-005,5619.54,85.09,5704.63
EMP-000026,2025-M09,BR-005,5684.94,459.84,6144.78
EMP-000026,2025-M10,BR-005,5835.58,126.59,5962.17
EMP-000026,2025-M11,BR-005,5654.47,91.62,5746.09
EMP-000026,2025-M12,BR-005,5712.24,441.76,6154.0
EMP-000026,2026-M01,BR-005,5596.07,114.14,5710.21
EMP-000026,2026-M02,BR-005,5653.23,102.15,5755.38
EMP-000026,2026-M03,BR-005,5763.09,452.99,6216.08
EMP-000026,2026-M04,BR-005,5583.85,100.56,5684.41
EMP-000026,2026-M05,BR-005,5537.04,107.48,5644.52
EMP-000026,2026-M06,BR-005,5815.52,518.43,6333.95
EMP-000026,2026-M07,BR-005,5570.63,83.44,5654.07
EMP-000026,2026-M08,BR-005,5693.06,101.06,5794.12
EMP-000026,2026-M09,BR-005,5740.28,389.36,6129.64
EMP-000026,2026-M10,BR-005,5714.6,85.26,5799.86
EMP-000026,2026-M11,BR-005,5517.71,100.12,5617.83
EMP-000026,2026-M12,BR-005,5591.85,429.81,6021.66
EMP-000027,2025-M01,BR-005,6126.54,72.64,6199.18
EMP-000027,2025-M02,BR-005,6162.62,69.71,6232.33
EMP-000027,2025-M03,BR-005,6388.91,278.11,6667.02
EMP-000027,2025-M04,BR-005,6113.89,60.45,6174.34
EMP-000027,2025-M05,BR-005,6252.67,64.18,6316.85
EMP-000027,2025-M06,BR-005,6332.51,356.76,6689.27
EMP-000027,2025-M07,BR-005,6354.72,76.28,6431.0
EMP-000027,2025-M08,BR-005,6275.87,58.99,6334.86
EMP-000027,2025-M09,BR-005,6337.84,277.59,6615.43
EMP-000027,2025-M10,BR-005,6132.86,62.5,6195.36
EMP-000027,2025-M11,BR-005,6131.84,54.48,6186.32
EMP-000027,2025-M12,BR-005,6400.03,243.13,6643.16
EMP-000027,2026-M01,BR-005,6080.95,52.36,6133.31
EMP-000027,2026-M02,BR-005,6166.38,56.44,6222.82
EMP-000027,2026-M03,BR-005,6133.71,186.01,6319.72
EMP-000027,2026-M04,BR-005,6393.14,73.81,6466.95
EMP-000027,2026-M05,BR-005,6057.81,66.17,6123.98
EMP-000027,2026-M06,BR-005,6354.59,281.94,6636.53
EMP-000027,2026-M07,BR-005,6096.82,82.34,6179.16
EMP-000027,2026-M08,BR-005,6074.17,58.37,6132.54
EMP-000027,2026-M09,BR-005,6206.51,259.94,6466.45
EMP-000027,2026-M10,BR-005,6212.49,67.94,6280.43
EMP-000027,2026-M11,BR-005,6207.24,81.76,6289.0
EMP-000027,2026-M12,BR-005,6513.54,300.74,6814.28
EMP-000028,2025-M01,BR-005,5974.64,91.5,6066.14
EMP-000028,2025-M02,BR-005,5986.63,100.83,6087.46
EMP-000028,2025-M03,BR-005,6021.32,294.01,6315.33
EMP-000028,2025-M04,BR-005,5928.27,66.32,5994.59
EMP-000028,2025-M05,BR-005,6012.79,71.16,6083.95
EMP-000028,2025-M06,BR-005,5908.93,387.33,6296.26
EMP-000028,2025-M07,BR-005,5877.81,78.06,5955.87
EMP-000028,2025-M08,BR-005,5851.79,69.28,5921.07
EMP-000028,2025-M09,BR-005,6015.7,304.37,6320.07
EMP-000028,2025-M10,BR-005,5867.77,100.07,5967.84
EMP-000028,2025-M11,BR-005,5953.57,83.26,6036.83
EMP-000028,2025-M12,BR-005,6082.47,292.3,6374.77
EMP-000028,2026-M01,BR-005,6019.63,85.78,6105.41
EMP-000028,2026-M02,BR-005,6024.2,71.73,6095.93
EMP-000028,2026-M03,BR-005,6025.13,251.01,6276.14
EMP-000028,2026-M04,BR-005,6042.05,98.03,6140.08
EMP-000028,2026-M05,BR-005,6080.57,87.92,6168.49
EMP-000028,2026-M06,BR-005,6046.99,452.42,6499.41
EMP-000028,2026-M07,BR-005,6000.57,111.91,6112.48
EMP-000028,2026-M08,BR-005,5895.79,92.53,5988.32
EMP-000028,2026-M09,BR-005,6145.68,322.77,6468.45
EMP-000028,2026-M10,BR-005,6070.08,86.79,6156.87
EMP-000028,2026-M11,BR-005,6002.03,68.63,6070.66
EMP-000028,2026-M12,BR-005,6157.2,405.19,6562.39
EMP-000029,2025-M01,BR-005,2185.88,15.48,2201.36
EMP-000029,2025-M02,BR-005,2172.12,15.8,2187.92
EMP-000029,2025-M03,BR-005,2265.02,65.85,2330.87
EMP-000029,2025-M04,BR-005,2225.03,13.55,2238.58
EMP-000029,2025-M05,BR-005,2178.53,15.81,2194.34
EMP-000029,2025-M06,BR-005,2206.6,71.72,2278.32
EMP-000029,2025-M07,BR-005,2160.36,12.78,2173.14
EMP-000029,2025-M08,BR-005,2121.35,19.25,2140.6
EMP-000029,2025-M09,BR-005,2235.48,66.88,2302.36
EMP-000029,2025-M10,BR-005,2178.05,16.67,2194.72
EMP-000029,2025-M11,BR-005,2200.58,17.48,2218.06
EMP-000029,2025-M12,BR-005,2247.64,66.02,2313.66
EMP-000029,2026-M01,BR-005,2185.71,15.05,2200.76
EMP-000029,2026-M02,BR-005,2205.15,11.59,2216.74
EMP-000029,2026-M03,BR-005,2253.65,76.12,2329.77
EMP-000029,2026-M04,BR-005,2176.47,15.15,2191.62
EMP-000029,2026-M05,BR-005,2135.94,10.32,2146.26
EMP-000029,2026-M06,BR-005,2239.4,73.72,2313.12
EMP-000029,2026-M07,BR-005,2159.13,11.11,2170.24
EMP-000029,2026-M08,BR-005,2243.44,14.05,2257.49
EMP-000029,2026-M09,BR-005,2235.71,77.79,2313.5
EMP-000029,2026-M10,BR-005,2151.0,14.86,2165.86
EMP-000029,2026-M11,BR-005,2194.65,15.98,2210.63
EMP-000029,2026-M12,BR-005,2255.93,60.68,2316.61
EMP-000030,2025-M01,BR-005,7144.73,202.49,7347.22
EMP-000030,2025-M02,BR-005,7256.11,241.91,7498.02
EMP-000030,2025-M03,BR-005,7641.29,852.8,8494.09
EMP-000030,2025-M04,BR-005,7172.14,165.54,7337.68
EMP-000030,2025-M05,BR-005,7599.2,224.75,7823.95
EMP-000030,2025-M06,BR-005,7606.16,997.79,8603.95
EMP-000030,2025-M07,BR-005,7377.86,288.46,7666.32
EMP-000030,2025-M08,BR-005,7440.72,219.47,7660.19
EMP-000030,2025-M09,BR-005,7431.24,991.94,8423.18
EMP-000030,2025-M10,BR-005,7392.98,219.11,7612.09
EMP-000030,2025-M11,BR-005,7537.24,185.84,7723.08
EMP-000030,2025-M12,BR-005,7475.08,1042.46,8517.54
EMP-000030,2026-M01,BR-005,7107.33,227.3,7334.63
EMP-000030,2026-M02,BR-005,7119.74,148.97,7268.71
EMP-000030,2026-M03,BR-005,7602.74,1028.45,8631.19
EMP-000030,2026-M04,BR-005,7297.92,211.79,7509.71
EMP-000030,2026-M05,BR-005,7346.16,280.06,7626.22
EMP-000030,2026-M06,BR-005,7303.95,793.71,8097.66
EMP-000030,2026-M07,BR-005,7276.89,275.34,7552.23
EMP-000030,2026-M08,BR-005,7258.9,274.91,7533.81
EMP-000030,2026-M09,BR-005,7426.02,1040.18,8466.2
EMP-000030,2026-M10,BR-005,7179.97,253.96,7433.93
EMP-000030,2026-M11,BR-005,7403.5,222.56,7626.06
EMP-000030,2026-M12,BR-005,7497.6,919.06,8416.66
EMP-000031,2025-M01,BR-006,9848.39,421.03,10269.42
EMP-000031,2025-M02,BR-006,9593.65,417.29,10010.94
EMP-000031,2025-M03,BR-006,9957.94,1465.76,11423.7
EMP-000031,2025-M04,BR-006,9890.69,437.55,10328.24
EMP-000031,2025-M05,BR-006,9508.62,366.15,9874.77
EMP-000031,2025-M06,BR-006,10047.73,2138.14,12185.87
EMP-000031,2025-M07,BR-006,9876.18,404.76,10280.94
EMP-000031,2025-M08,BR-006,9710.17,414.27,10124.44
EMP-000031,2025-M09,BR-006,10228.94,1528.42,11757.36
EMP-000031,2025-M10,BR-006,9654.31,281.92,9936.23
EMP-000031,2025-M11,BR-006,9617.69,395.07,10012.76
EMP-000031,2025-M12,BR-006,10218.6,1458.54,11677.14
EMP-000031,2026-M01,BR-006,9676.92,510.29,10187.21
EMP-000031,2026-M02,BR-006,10232.03,329.38,10561.41
EMP-000031,2026-M03,BR-006,10471.87,1369.77,11841.64
EMP-000031,2026-M04,BR-006,9646.46,324.77,9971.23
EMP-000031,2026-M05,BR-006,10296.67,473.36,10770.03
EMP-000031,2026-M06,BR-006,10167.66,2159.11,12326.77
EMP-000031,2026-M07,BR-006,9787.34,333.5,10120.84
EMP-000031,2026-M08,BR-006,10031.37,401.7,10433.07
EMP-000031,2026-M09,BR-006,10589.99,1472.38,12062.37
EMP-000031,2026-M10,BR-006,9961.25,463.22,10424.47
EMP-000031,2026-M11,BR-006,10233.2,429.13,10662.33
EMP-000031,2026-M12,BR-006,10212.67,1003.49,11216.16
EMP-000032,2025-M01,BR-006,5499.42,94.95,5594.37
EMP-000032,2025-M02,BR-006,5366.78,81.3,5448.08
EMP-000032,2025-M03,BR-006,5518.86,269.02,5787.88
EMP-000032,2025-M04,BR-006,5443.01,108.64,5551.65
EMP-000032,2025-M05,BR-006,5479.79,114.42,5594.21
EMP-000032,2025-M06,BR-006,5706.25,394.21,6100.46
EMP-000032,2025-M07,BR-006,5471.37,84.04,5555.41
EMP-000032,2025-M08,BR-006,5595.13,73.35,5668.48
EMP-000032,2025-M09,BR-006,5679.93,344.28,6024.21
EMP-000032,2025-M10,BR-006,5570.6,111.46,5682.06
EMP-000032,2025-M11,BR-006,5538.47,121.62,5660.09
EMP-000032,2025-M12,BR-006,5795.12,693.09,6488.21
EMP-000032,2026-M01,BR-006,5642.15,131.92,5774.07
EMP-000032,2026-M02,BR-006,5746.31,77.15,5823.46
EMP-000032,2026-M03,BR-006,5823.95,461.18,6285.13
EMP-000032,2026-M04,BR-006,5549.86,110.9,5660.76
EMP-000032,2026-M05,BR-006,5522.82,78.81,5601.63
EMP-000032,2026-M06,BR-006,5846.85,370.18,6217.03
EMP-000032,2026-M07,BR-006,5673.93,79.6,5753.53
EMP-000032,2026-M08,BR-006,5749.42,104.49,5853.91
EMP-000032,2026-M09,BR-006,5810.04,353.32,6163.36
EMP-000032,2026-M10,BR-006,5662.6,102.46,5765.06
EMP-000032,2026-M11,BR-006,5617.11,96.43,5713.54
EMP-000032,2026-M12,BR-006,5712.37,356.02,6068.39
EMP-000033,2025-M01,BR-006,6045.25,75.2,6120.45
EMP-000033,2025-M02,BR-006,6081.84,54.31,6136.15
EMP-000033,2025-M03,BR-006,6096.23,285.96,6382.19
EMP-000033,2025-M04,BR-006,5898.48,63.64,5962.12
EMP-000033,2025-M05,BR-006,6042.74,49.33,6092.07
EMP-000033,2025-M06,BR-006,6264.72,228.94,6493.66
EMP-000033,2025-M07,BR-006,6144.65,60.85,6205.5
EMP-000033,2025-M08,BR-006,6003.11,81.3,6084.41
EMP-000033,2025-M09,BR-006,6353.92,144.74,6498.66
EMP-000033,2025-M10,BR-006,6113.27,51.82,6165.09
EMP-000033,2025-M11,BR-006,6169.32,59.96,6229.28
EMP-000033,2025-M12,BR-006,6330.12,262.54,6592.66
EMP-000033,2026-M01,BR-006,6196.07,51.67,6247.74
EMP-000033,2026-M02,BR-006,6154.54,67.54,6222.08
EMP-000033,2026-M03,BR-006,6474.38,338.79,6813.17
EMP-000033,2026-M04,BR-006,6285.8,60.85,6346.65
EMP-000033,2026-M05,BR-006,6219.34,43.68,6263.02
EMP-000033,2026-M06,BR-006,6364.46,244.64,6609.1
EMP-000033,2026-M07,BR-006,6307.47,83.7,6391.17
EMP-000033,2026-M08,BR-006,6224.18,61.45,6285.63
EMP-000033,2026-M09,BR-006,6376.53,354.43,6730.96
EMP-000033,2026-M10,BR-006,6391.91,35.94,6427.85
EMP-000033,2026-M11,BR-006,6300.49,92.53,6393.02
EMP-000033,2026-M12,BR-006,6486.44,231.74,6718.18
EMP-000034,2025-M01,BR-006,6075.42,90.14,6165.56
EMP-000034,2025-M02,BR-006,5988.19,86.93,6075.12
EMP-000034,2025-M03,BR-006,6225.59,367.54,6593.13
EMP-000034,2025-M04,BR-006,6027.1,79.53,6106.63
EMP-000034,2025-M05,BR-006,6147.13,80.18,6227.31
EMP-000034,2025-M06,BR-006,6122.52,286.24,6408.76
EMP-000034,2025-M07,BR-006,6077.51,83.71,6161.22
EMP-000034,2025-M08,BR-006,6103.93,76.68,6180.61
EMP-000034,2025-M09,BR-006,6004.61,265.42,6270.03
EMP-000034,2025-M10,BR-006,6051.19,76.58,6127.77
EMP-000034,2025-M11,BR-006,6117.93,88.38,6206.31
EMP-000034,2025-M12,BR-006,6070.21,332.26,6402.47
EMP-000034,2026-M01,BR-006,6112.44,42.34,6154.78
EMP-000034,2026-M02,BR-006,6082.85,76.39,6159.24
EMP-000034,2026-M03,BR-006,6088.23,365.72,6453.95
EMP-000034,2026-M04,BR-006,5936.06,75.03,6011.09
EMP-000034,2026-M05,BR-006,6039.63,67.08,6106.71
EMP-000034,2026-M06,BR-006,6112.89,358.69,6471.58
EMP-000034,2026-M07,BR-006,5953.54,87.5,6041.04
EMP-000034,2026-M08,BR-006,6250.2,77.25,6327.45
EMP-000034,2026-M09,BR-006,6201.47,380.19,6581.66
EMP-000034,2026-M10,BR-006,6037.41,94.23,6131.64
EMP-000034,2026-M11,BR-006,6033.16,92.64,6125.8
EMP-000034,2026-M12,BR-006,6238.05,281.07,6519.12
EMP-000035,2025-M01,BR-006,2174.22,13.39,2187.61
EMP-000035,2025-M02,BR-006,2087.61,19.76,2107.37
EMP-000035,2025-M03,BR-006,2097.95,76.53,2174.48
EMP-000035,2025-M04,BR-006,2101.38,12.46,2113.84
EMP-000035,2025-M05,BR-006,2157.18,19.97,2177.15
EMP-000035,2025-M06,BR-006,2228.14,57.12,2285.26
EMP-000035,2025-M07,BR-006,2135.81,13.99,2149.8
EMP-000035,2025-M08,BR-006,2216.9,13.5,2230.4
EMP-000035,2025-M09,BR-006,2200.16,42.57,2242.73
EMP-000035,2025-M10,BR-006,2170.85,14.01,2184.86
EMP-000035,2025-M11,BR-006,2191.23,15.89,2207.12
EMP-000035,2025-M12,BR-006,2251.95,68.27,2320.22
EMP-000035,2026-M01,BR-006,2222.57,15.96,2238.53
EMP-000035,2026-M02,BR-006,2207.07,20.4,2227.47
EMP-000035,2026-M03,BR-006,2198.04,64.62,2262.66
EMP-000035,2026-M04,BR-006,2193.62,18.69,2212.31
EMP-000035,2026-M05,BR-006,2146.41,10.8,2157.21
EMP-000035,2026-M06,BR-006,2285.77,60.05,2345.82
EMP-000035,2026-M07,BR-006,2157.29,16.44,2173.73
EMP-000035,2026-M08,BR-006,2223.65,16.31,2239.96
EMP-000035,2026-M09,BR-006,2242.46,51.24,2293.7
EMP-000035,2026-M10,BR-006,2229.87,11.96,2241.83
EMP-000035,2026-M11,BR-006,2198.4,15.94,2214.34
EMP-000035,2026-M12,BR-006,2319.67,58.65,2378.32
EMP-000036,2025-M01,BR-006,6510.71,62.56,6573.27
EMP-000036,2025-M02,BR-006,6705.68,49.76,6755.44
EMP-000036,2025-M03,BR-006,6840.24,142.15,6982.39
EMP-000036,2025-M04,BR-006,6838.22,51.54,6889.76
EMP-000036,2025-M05,BR-006,6703.58,50.21,6753.79
EMP-000036,2025-M06,BR-006,6854.92,231.04,7085.96
EMP-000036,2025-M07,BR-006,6737.48,55.59,6793.07
EMP-000036,2025-M08,BR-006,6858.61,38.83,6897.44
EMP-000036,2025-M09,BR-006,7054.36,217.09,7271.45
EMP-000036,2025-M10,BR-006,7019.42,49.28,7068.7
EMP-000036,2025-M11,BR-006,6789.3,50.96,6840.26
EMP-000036,2025-M12,BR-006,6691.93,194.25,6886.18
EMP-000036,2026-M01,BR-006,6873.88,38.15,6912.03
EMP-000036,2026-M02,BR-006,6792.17,56.25,6848.42
EMP-000036,2026-M03,BR-006,6708.52,218.11,6926.63
EMP-000036,2026-M04,BR-006,6699.91,41.45,6741.36
EMP-000036,2026-M05,BR-006,6768.69,40.53,6809.22
EMP-000036,2026-M06,BR-006,6902.85,188.5,7091.35
EMP-000036,2026-M07,BR-006,6756.67,28.86,6785.53
EMP-000036,2026-M08,BR-006,6637.72,30.33,6668.05
EMP-000036,2026-M09,BR-006,6612.77,148.41,6761.18
EMP-000036,2026-M10,BR-006,6723.08,43.3,6766.38
EMP-000036,2026-M11,BR-006,6775.96,39.21,6815.17
EMP-000036,2026-M12,BR-006,6968.65,189.51,7158.16
EMP-000037,2025-M03,BR-007,9737.92,1499.81,11237.73
EMP-000037,2025-M04,BR-007,9552.94,505.85,10058.79
EMP-000037,2025-M05,BR-007,9928.91,449.17,10378.08
EMP-000037,2025-M06,BR-007,9621.3,1951.06,11572.36
EMP-000037,2025-M07,BR-007,9538.25,368.09,9906.34
EMP-000037,2025-M08,BR-007,9627.85,483.83,10111.68
EMP-000037,2025-M09,BR-007,9904.92,1643.68,11548.6
EMP-000037,2025-M10,BR-007,9747.55,460.19,10207.74
EMP-000037,2025-M11,BR-007,9824.13,394.61,10218.74
EMP-000037,2025-M12,BR-007,9908.76,1512.21,11420.97
EMP-000037,2026-M01,BR-007,9823.97,493.01,10316.98
EMP-000037,2026-M02,BR-007,9834.05,439.9,10273.95
EMP-000037,2026-M03,BR-007,9836.02,1581.04,11417.06
EMP-000037,2026-M04,BR-007,9979.63,413.17,10392.8
EMP-000037,2026-M05,BR-007,9727.45,506.06,10233.51
EMP-000037,2026-M06,BR-007,10077.53,1667.36,11744.89
EMP-000037,2026-M07,BR-007,9849.33,313.46,10162.79
EMP-000037,2026-M08,BR-007,10031.94,342.53,10374.47
EMP-000037,2026-M09,BR-007,10302.38,1285.72,11588.1
EMP-000037,2026-M10,BR-007,9865.23,477.36,10342.59
EMP-000037,2026-M11,BR-007,10229.03,479.83,10708.86
EMP-000037,2026-M12,BR-007,10401.85,1608.33,12010.18
EMP-000038,2025-M01,BR-007,5696.54,109.74,5806.28
EMP-000038,2025-M02,BR-007,5895.02,105.93,6000.95
EMP-000038,2025-M03,BR-007,6030.8,443.33,6474.13
EMP-000038,2025-M04,BR-007,5889.02,118.89,6007.91
EMP-000038,2025-M05,BR-007,5810.68,95.74,5906.42
EMP-000038,2025-M06,BR-007,5835.23,482.28,6317.51
EMP-000038,2025-M07,BR-007,5828.35,119.65,5948.0
EMP-000038,2025-M08,BR-007,5871.72,103.02,5974.74
EMP-000038,2025-M09,BR-007,6021.3,415.16,6436.46
