id,customer_id,channel_id,channel_code,channel_name,enrolled_at,enrollment_method,enrolled_by,status,status_reason,status_updated_at,username,alias,two_factor_enabled,auth_method,last_login_at,failed_login_attempts,locked_until,daily_transaction_limit,per_transaction_limit,monthly_transaction_limit,cash_withdrawal_limit,transfer_limit,bill_payment_limit,max_transactions_per_day,ip_whitelist,geo_restriction_flag,ussd_pin_set,ussd_last_access,mobile_app_version,push_notifications_enabled,security_questions_set,password_last_changed,transaction_fee_profile_id,sms_alerts_enabled,email_alerts_enabled,suspicious_activity_flag,last_suspicious_activity_date,created_at,updated_at
CCE-000000206,CUST-000030,CH-003,CH-003,Mobile App,2026-01-28,branch_assisted,EMP-000007,active,In good standing.,2026-05-01,user_cust-000030_ch-003,CUST-000030-CH-003,True,password,2026-05-01,1,,3525.43,364.83,65910.62,750.21,3690.7,2753.71,22,0.0.0.0/0,False,False,2026-04-01,4.1.0,True,True,2026-04-01,TFP-673,True,True,False,2026-05-01,2026-01-28,2026-05-01
CCE-000000207,CUST-000030,CH-004,CH-004,Email,2026-03-07,call_center,EMP-000007,active,In good standing.,2026-05-01,user_cust-000030_ch-004,CUST-000030-CH-004,False,otp_sms,2026-05-01,3,2026-05-02,9444.26,3286.79,49065.54,490.55,1661.17,9003.3,16,0.0.0.0/0,False,False,2026-04-13,n/a,False,True,2026-05-01,TFP-774,True,True,False,2026-05-01,2026-03-07,2026-05-01
CCE-000000208,CUST-000030,CH-005,CH-005,SMS,2026-02-27,call_center,EMP-000001,active,In good standing.,2026-05-01,user_cust-000030_ch-005,CUST-000030-CH-005,False,otp_sms,2026-05-01,3,2026-05-02,8464.29,2377.38,108924.34,661.69,4796.43,4110.26,4,0.0.0.0/0,False,False,2026-05-01,n/a,False,True,2026-04-25,TFP-810,True,True,False,2026-05-01,2026-02-27,2026-05-01
CCE-000000209,CUST-000030,CH-006,CH-006,Call Center,2026-02-27,branch_assisted,EMP-000007,active,In good standing.,2026-05-01,user_cust-000030_ch-006,CUST-000030-CH-006,False,otp_sms,2026-05-01,2,,8516.45,2122.73,123181.5,413.57,5879.44,7992.29,25,0.0.0.0/0,True,False,2026-05-01,n/a,False,True,2026-05-01,TFP-549,True,True,False,2026-05-01,2026-02-27,2026-05-01
CCE-000000210,CUST-000030,CH-007,CH-007,Operations Bridge,2026-02-15,branch_assisted,EMP-000001,active,In good standing.,2026-05-01,user_cust-000030_ch-007,CUST-000030-CH-007,False,otp_sms,2026-05-01,0,,8870.09,2513.94,50319.37,324.51,2442.6,7069.15,21,0.0.0.0/0,True,False,2026-04-10,n/a,False,True,2026-05-01,TFP-632,True,True,False,2026-05-01,2026-02-15,2026-05-01
CCE-000000211,CUST-000031,CH-001,CH-001,Branch Network,2024-06-21,branch_assisted,system_seed,active,In good standing.,2025-03-09,user_cust-000031_ch-001,CUST-000031-CH-001,False,biometric,2025-01-26,1,,9172.5,2397.41,46093.04,1232.64,2282.35,8437.16,25,0.0.0.0/0,False,False,2024-07-05,n/a,False,True,2024-09-20,TFP-968,True,True,True,2024-11-08,2024-06-21,2025-03-09
CCE-000000212,CUST-000031,CH-002,CH-002,Online Banking,2024-06-25,branch_assisted,EMP-000007,active,In good standing.,2024-10-20,user_cust-000031_ch-002,CUST-000031-CH-002,True,otp_email,2024-08-24,1,,5594.23,2069.67,82269.71,640.75,2038.92,9317.6,26,0.0.0.0/0,False,False,2024-10-10,n/a,False,True,2024-09-18,TFP-339,True,False,False,2025-01-04,2024-06-25,2024-11-06
CCE-000000213,CUST-000031,CH-003,CH-003,Mobile App,2024-06-18,call_center,system_seed,active,In good standing.,2024-08-16,user_cust-000031_ch-003,CUST-000031-CH-003,True,biometric,2024-06-23,1,,6797.03,3494.94,127650.35,730.11,5378.15,3718.96,24,0.0.0.0/0,True,False,2024-06-29,4.1.0,True,True,2024-09-22,TFP-246,True,True,False,2025-01-12,2024-06-18,2024-09-06
CCE-000000214,CUST-000031,CH-004,CH-004,Email,2024-05-31,self_service,EMP-000007,inactive,Security review,2025-01-17,user_cust-000031_ch-004,CUST-000031-CH-004,False,biometric,2025-01-16,3,2026-05-02,4549.67,3132.5,86236.93,794.3,6970.11,1813.57,12,0.0.0.0/0,False,False,2024-06-14,n/a,False,False,2024-06-16,TFP-517,True,True,False,2025-01-28,2024-05-31,2025-02-05
CCE-000000215,CUST-000031,CH-005,CH-005,SMS,2024-06-30,branch_assisted,EMP-000007,active,In good standing.,2025-07-25,user_cust-000031_ch-005,CUST-000031-CH-005,False,biometric,2025-05-31,1,,8954.52,3756.02,52248.72,757.22,6951.05,7607.54,21,0.0.0.0/0,False,True,2024-09-14,n/a,False,True,2024-12-18,TFP-524,True,True,False,2024-09-22,2024-06-30,2025-08-10
CCE-000000216,CUST-000031,CH-006,CH-006,Call Center,2024-06-05,branch_assisted,EMP-000007,inactive,Security review,2024-12-12,user_cust-000031_ch-006,CUST-000031-CH-006,False,otp_sms,2024-10-26,1,,2120.52,2158.57,23208.01,1079.32,5862.07,1220.27,24,0.0.0.0/0,False,False,2024-08-04,n/a,False,False,2024-08-16,TFP-235,True,True,False,2025-01-17,2024-06-05,2025-01-02
CCE-000000217,CUST-000031,CH-007,CH-007,Operations Bridge,2024-06-10,call_center,EMP-000007,active,In good standing.,2025-03-21,user_cust-000031_ch-007,CUST-000031-CH-007,False,otp_email,2025-03-21,2,,6859.1,3561.96,81393.44,618.22,3907.98,5234.42,21,0.0.0.0/0,False,False,2024-07-14,n/a,False,True,2024-08-24,TFP-700,True,True,False,2025-03-07,2024-06-10,2025-03-25
CCE-000000218,CUST-000032,CH-001,CH-001,Branch Network,2024-03-27,self_service,EMP-000001,active,In good standing.,2024-07-31,user_cust-000032_ch-001,CUST-000032-CH-001,False,biometric,2024-07-30,2,,7249.73,2794.03,94621.65,1055.57,7423.58,6380.54,7,0.0.0.0/0,False,False,2024-07-13,n/a,False,True,2024-06-23,TFP-205,True,False,False,2024-05-07,2024-03-27,2024-08-11
CCE-000000219,CUST-000032,CH-002,CH-002,Online Banking,2024-03-28,branch_assisted,system_seed,active,In good standing.,2025-05-01,user_cust-000032_ch-002,CUST-000032-CH-002,True,otp_sms,2025-04-28,0,,2018.45,3480.32,56145.66,858.36,1263.91,5907.5,7,0.0.0.0/0,False,False,2024-05-27,n/a,False,True,2024-06-03,TFP-494,True,True,False,2024-05-28,2024-03-28,2025-05-14
CCE-000000220,CUST-000032,CH-003,CH-003,Mobile App,2024-02-24,self_service,EMP-000001,active,In good standing.,2024-09-14,user_cust-000032_ch-003,CUST-000032-CH-003,True,otp_sms,2024-07-28,0,,4671.08,1498.96,62069.01,811.56,3117.61,2107.14,10,0.0.0.0/0,True,False,2024-06-12,4.1.0,True,True,2024-08-05,TFP-899,False,True,False,2024-05-14,2024-02-24,2024-09-22
CCE-000000221,CUST-000032,CH-004,CH-004,Email,2024-03-13,branch_assisted,EMP-000001,active,In good standing.,2024-06-25,user_cust-000032_ch-004,CUST-000032-CH-004,False,otp_sms,2024-06-04,2,,4658.25,2409.7,25693.8,1064.73,5553.58,6151.79,18,0.0.0.0/0,False,False,2024-05-12,n/a,False,True,2024-08-23,TFP-717,True,True,False,2024-10-30,2024-03-13,2024-06-30
CCE-000000222,CUST-000032,CH-005,CH-005,SMS,2024-03-04,branch_assisted,EMP-000001,active,In good standing.,2024-10-30,user_cust-000032_ch-005,CUST-000032-CH-005,False,biometric,2024-09-30,1,,6274.62,3603.24,110099.7,1114.7,6662.46,9762.25,17,0.0.0.0/0,False,True,2024-03-09,n/a,False,True,2024-04-16,TFP-420,True,True,False,2024-12-23,2024-03-04,2024-11-10
CCE-000000223,CUST-000032,CH-006,CH-006,Call Center,2024-02-21,self_service,system_seed,active,In good standing.,2024-10-20,user_cust-000032_ch-006,CUST-000032-CH-006,False,biometric,2024-09-18,2,,1646.71,2063.65,23186.01,675.1,5223.1,1996.82,9,0.0.0.0/0,False,False,2024-06-10,n/a,False,True,2024-06-22,TFP-187,True,False,False,2024-06-21,2024-02-21,2024-11-08
CCE-000000224,CUST-000032,CH-007,CH-007,Operations Bridge,2024-03-26,branch_assisted,system_seed,suspended,Customer request,2024-12-13,user_cust-000032_ch-007,CUST-000032-CH-007,False,password,2024-12-13,3,2026-05-02,4666.32,1663.19,77812.98,529.86,6321.45,777.19,18,0.0.0.0/0,True,False,2024-06-29,n/a,False,True,2024-07-03,TFP-501,True,False,False,2024-07-16,2024-03-26,2024-12-19
CCE-000000225,CUST-000033,CH-001,CH-001,Branch Network,2025-05-07,self_service,EMP-000007,active,In good standing.,2025-06-28,user_cust-000033_ch-001,CUST-000033-CH-001,False,password,2025-06-26,3,2026-05-02,6998.34,3889.86,44289.48,264.86,6515.99,8143.79,12,10.10.10.0/24,False,False,2025-06-29,n/a,False,True,2025-06-13,TFP-126,True,True,False,2025-12-10,2025-05-07,2025-07-05
CCE-000000226,CUST-000033,CH-002,CH-002,Online Banking,2025-06-07,branch_assisted,EMP-000007,active,In good standing.,2026-05-01,user_cust-000033_ch-002,CUST-000033-CH-002,True,password,2026-04-10,2,,6635.55,1431.63,126380.91,1100.86,1425.66,2374.4,7,10.10.10.0/24,False,False,2025-08-11,n/a,False,True,2025-09-27,TFP-159,True,True,False,2026-01-29,2025-06-07,2026-05-01
CCE-000000227,CUST-000033,CH-003,CH-003,Mobile App,2025-06-07,branch_assisted,system_seed,active,In good standing.,2026-05-01,user_cust-000033_ch-003,CUST-000033-CH-003,True,biometric,2026-05-01,3,2026-05-02,4490.77,1809.49,128464.23,1059.41,6783.97,4891.82,23,0.0.0.0/0,False,False,2025-07-14,4.0.1,True,True,2025-08-10,TFP-451,True,False,False,2025-09-05,2025-06-07,2026-05-01
CCE-000000228,CUST-000033,CH-004,CH-004,Email,2025-05-28,self_service,system_seed,active,In good standing.,2026-02-12,user_cust-000033_ch-004,CUST-000033-CH-004,False,biometric,2026-02-07,1,,7738.84,3975.62,59048.21,669.18,1689.94,10841.55,18,0.0.0.0/0,False,False,2025-07-17,n/a,False,True,2025-08-30,TFP-858,True,True,False,2025-12-10,2025-05-28,2026-03-05
CCE-000000229,CUST-000033,CH-005,CH-005,SMS,2025-05-10,call_center,EMP-000001,active,In good standing.,2025-05-14,user_cust-000033_ch-005,CUST-000033-CH-005,False,otp_email,2025-03-20,2,,3374.33,3177.94,64695.1,312.36,3382.14,2051.91,25,0.0.0.0/0,False,True,2025-08-20,n/a,False,True,2025-11-04,TFP-238,True,True,False,2025-09-04,2025-05-10,2025-05-17
CCE-000000230,CUST-000033,CH-006,CH-006,Call Center,2025-06-01,call_center,system_seed,active,In good standing.,2026-01-03,user_cust-000033_ch-006,CUST-000033-CH-006,False,otp_email,2025-12-10,0,,4170.15,1727.07,96765.74,596.37,1524.89,10452.82,4,0.0.0.0/0,False,False,2025-06-08,n/a,False,True,2025-08-11,TFP-139,True,True,False,2026-04-05,2025-06-01,2026-01-03
CCE-000000231,CUST-000033,CH-007,CH-007,Operations Bridge,2025-06-08,self_service,EMP-000007,active,In good standing.,2026-02-21,user_cust-000033_ch-007,CUST-000033-CH-007,False,biometric,2026-02-02,3,2026-05-02,3811.1,3436.12,102703.57,977.26,5513.45,6075.38,10,0.0.0.0/0,False,False,2025-07-20,n/a,False,True,2025-10-23,TFP-213,True,True,False,2026-02-15,2025-06-08,2026-03-04
CCE-000000232,CUST-000034,CH-001,CH-001,Branch Network,2025-06-10,branch_assisted,EMP-000007,active,In good standing.,2026-05-01,user_cust-000034_ch-001,CUST-000034-CH-001,False,otp_sms,2026-04-27,1,,4981.17,1213.71,124108.53,678.32,6908.2,8711.65,19,0.0.0.0/0,True,False,2025-08-17,n/a,False,True,2025-09-09,TFP-188,True,True,False,2025-09-27,2025-06-10,2026-05-01
CCE-000000233,CUST-000034,CH-002,CH-002,Online Banking,2025-06-07,self_service,EMP-000001,active,In good standing.,2026-03-31,user_cust-000034_ch-002,CUST-000034-CH-002,True,otp_sms,2026-03-15,0,,7475.42,1655.03,83386.38,1049.6,4229.1,7365.66,7,10.10.10.0/24,False,False,2025-09-25,n/a,False,False,2025-08-02,TFP-852,True,True,False,2025-11-17,2025-06-07,2026-04-21
CCE-000000234,CUST-000034,CH-003,CH-003,Mobile App,2025-06-13,self_service,EMP-000007,active,In good standing.,2026-04-03,user_cust-000034_ch-003,CUST-000034-CH-003,True,biometric,2026-03-17,0,,4751.93,1693.75,51983.18,755.97,2855.93,1453.86,27,0.0.0.0/0,False,False,2025-09-01,4.1.0,True,True,2025-10-22,TFP-704,True,True,False,2025-07-29,2025-06-13,2026-04-17
CCE-000000235,CUST-000034,CH-004,CH-004,Email,2025-05-28,call_center,EMP-000007,active,In good standing.,2025-12-18,user_cust-000034_ch-004,CUST-000034-CH-004,False,password,2025-12-09,3,2026-05-02,6393.54,2377.57,53363.95,707.09,6553.65,3794.94,13,0.0.0.0/0,False,False,2025-08-16,n/a,False,True,2025-07-29,TFP-912,True,True,False,2026-03-31,2025-05-28,2025-12-18
CCE-000000236,CUST-000034,CH-005,CH-005,SMS,2025-05-20,call_center,EMP-000007,active,In good standing.,2026-05-01,user_cust-000034_ch-005,CUST-000034-CH-005,False,password,2026-05-01,3,2026-05-02,2889.11,3012.95,124754.88,658.75,6143.84,1019.67,5,0.0.0.0/0,False,True,2025-08-27,n/a,False,False,2025-10-27,TFP-450,True,True,False,2026-01-31,2025-05-20,2026-05-01
CCE-000000237,CUST-000034,CH-006,CH-006,Call Center,2025-05-11,call_center,EMP-000007,active,In good standing.,2026-04-03,user_cust-000034_ch-006,CUST-000034-CH-006,False,biometric,2026-03-19,1,,9215.21,442.2,88110.63,367.85,5746.75,4445.99,10,0.0.0.0/0,False,False,2025-08-01,n/a,False,True,2025-07-22,TFP-549,True,True,False,2025-12-24,2025-05-11,2026-04-24
CCE-000000238,CUST-000034,CH-007,CH-007,Operations Bridge,2025-05-12,self_service,EMP-000001,active,In good standing.,2025-08-28,user_cust-000034_ch-007,CUST-000034-CH-007,False,otp_email,2025-07-27,3,2026-05-02,1609.52,3623.67,108090.36,1046.69,4331.88,2660.66,9,0.0.0.0/0,False,False,2025-08-23,n/a,False,True,2025-06-08,TFP-598,True,True,False,2025-09-01,2025-05-12,2025-09-01
CCE-000000239,CUST-000035,CH-001,CH-001,Branch Network,2026-05-04,self_service,system_seed,active,In good standing.,2026-05-01,user_cust-000035_ch-001,CUST-000035-CH-001,False,otp_sms,2026-05-01,0,,4345.53,2949.39,107238.04,613.11,1111.92,8521.53,4,0.0.0.0/0,False,False,2026-05-01,n/a,False,False,2026-05-01,TFP-630,False,True,False,2026-05-01,2026-05-04,2026-05-01
CCE-000000240,CUST-000035,CH-002,CH-002,Online Banking,2026-05-03,self_service,EMP-000001,active,In good standing.,2026-05-01,user_cust-000035_ch-002,CUST-000035-CH-002,True,otp_email,2026-04-24,0,,2436.17,3116.28,42863.65,860.61,6736.96,5613.94,27,0.0.0.0/0,False,False,2026-05-01,n/a,False,True,2026-05-01,TFP-553,True,True,False,2026-05-01,2026-05-03,2026-05-01
CCE-000000241,CUST-000035,CH-003,CH-003,Mobile App,2026-05-29,branch_assisted,system_seed,inactive,Inactivity policy,2026-05-01,user_cust-000035_ch-003,CUST-000035-CH-003,True,otp_email,2026-05-01,0,,8840.98,2937.05,78097.92,542.32,3124.16,9207.33,5,0.0.0.0/0,False,False,2026-05-01,4.1.0,True,True,2026-05-01,TFP-377,True,False,False,2026-05-01,2026-05-29,2026-05-01
CCE-000000242,CUST-000035,CH-004,CH-004,Email,2026-06-08,call_center,EMP-000001,active,In good standing.,2026-05-01,user_cust-000035_ch-004,CUST-000035-CH-004,False,password,2026-05-01,0,,2979.74,393.01,110912.81,289.5,5117.78,6697.77,14,0.0.0.0/0,False,False,2026-05-01,n/a,False,False,2026-05-01,TFP-806,False,True,False,2026-05-01,2026-06-08,2026-05-01
CCE-000000243,CUST-000035,CH-005,CH-005,SMS,2026-05-25,branch_assisted,system_seed,suspended,Customer request,2026-05-01,user_cust-000035_ch-005,CUST-000035-CH-005,False,biometric,2026-05-01,0,,5131.79,2037.12,79091.08,815.29,6855.12,4262.9,11,0.0.0.0/0,False,False,2026-05-01,n/a,False,True,2026-05-01,TFP-105,False,True,False,2026-05-01,2026-05-25,2026-05-01
CCE-000000244,CUST-000035,CH-006,CH-006,Call Center,2026-05-26,call_center,system_seed,active,In good standing.,2026-05-01,user_cust-000035_ch-006,CUST-000035-CH-006,False,otp_email,2026-05-01,1,,1661.69,1407.72,79188.1,709.65,5027.67,4627.88,21,0.0.0.0/0,False,False,2026-05-01,n/a,False,True,2026-05-01,TFP-713,True,True,False,2026-05-01,2026-05-26,2026-05-01
CCE-000000245,CUST-000035,CH-007,CH-007,Operations Bridge,2026-05-13,call_center,EMP-000007,active,In good standing.,2026-05-01,user_cust-000035_ch-007,CUST-000035-CH-007,False,otp_sms,2026-05-01,0,,7233.22,1860.87,105364.86,428.69,833.11,6269.55,23,0.0.0.0/0,True,False,2026-05-01,n/a,False,True,2026-05-01,TFP-707,True,False,False,2026-05-01,2026-05-13,2026-05-01
CCE-000000246,CUST-000036,CH-001,CH-001,Branch Network,2025-11-14,call_center,EMP-000007,active,In good standing.,2025-11-26,user_cust-000036_ch-001,CUST-000036-CH-001,False,otp_sms,2025-10-18,0,,8866.04,2432.29,96600.91,387.46,1153.39,4342.94,4,0.0.0.0/0,False,False,2026-03-08,n/a,False,True,2026-01-19,TFP-309,True,True,False,2026-05-01,2025-11-14,2025-12-07
CCE-000000247,CUST-000036,CH-002,CH-002,Online Banking,2025-11-16,self_service,EMP-000007,active,In good standing.,2026-05-01,user_cust-000036_ch-002,CUST-000036-CH-002,True,otp_sms,2026-05-01,3,2026-05-02,1867.55,3394.62,43886.79,581.45,3826.46,8077.96,9,0.0.0.0/0,False,False,2025-12-06,n/a,False,False,2026-04-28,TFP-356,True,True,False,2026-05-01,2025-11-16,2026-05-01
CCE-000000248,CUST-000036,CH-003,CH-003,Mobile App,2025-11-15,branch_assisted,system_seed,active,In good standing.,2026-05-01,user_cust-000036_ch-003,CUST-000036-CH-003,True,otp_sms,2026-05-01,2,,8903.1,882.91,42447.1,362.16,1969.77,3689.45,27,0.0.0.0/0,True,False,2025-11-29,4.1.0,False,True,2026-04-08,TFP-510,True,True,False,2026-05-01,2025-11-15,2026-05-01
CCE-000000249,CUST-000036,CH-004,CH-004,Email,2025-11-08,self_service,system_seed,active,In good standing.,2025-12-27,user_cust-000036_ch-004,CUST-000036-CH-004,False,biometric,2025-11-21,1,,2323.27,579.83,46130.83,585.23,3666.76,7757.25,27,0.0.0.0/0,False,False,2025-11-11,n/a,False,True,2025-11-18,TFP-718,False,True,False,2026-05-01,2025-11-08,2026-01-07
CCE-000000250,CUST-000036,CH-005,CH-005,SMS,2025-11-24,call_center,EMP-000007,active,In good standing.,2025-11-29,user_cust-000036_ch-005,CUST-000036-CH-005,False,biometric,2025-10-08,0,,2085.32,809.51,20032.22,627.16,670.7,5180.72,20,0.0.0.0/0,False,True,2026-02-04,n/a,False,True,2026-03-13,TFP-980,True,False,False,2026-04-09,2025-11-24,2025-12-14
CCE-000000251,CUST-000036,CH-006,CH-006,Call Center,2025-12-04,self_service,EMP-000001,active,In good standing.,2026-05-01,user_cust-000036_ch-006,CUST-000036-CH-006,False,password,2026-05-01,3,2026-05-02,8560.32,3389.75,22701.16,250.2,6945.61,8211.93,21,0.0.0.0/0,False,False,2026-02-26,n/a,False,True,2026-04-26,TFP-514,True,True,False,2026-05-01,2025-12-04,2026-05-01
CCE-000000252,CUST-000036,CH-007,CH-007,Operations Bridge,2025-11-30,call_center,EMP-000001,active,In good standing.,2026-05-01,user_cust-000036_ch-007,CUST-000036-CH-007,False,password,2026-05-01,2,,4877.58,2747.77,126897.61,954.53,2725.61,1324.82,14,0.0.0.0/0,False,False,2026-01-07,n/a,False,True,2025-12-23,TFP-188,False,True,True,2026-05-01,2025-11-30,2026-05-01
CCE-000000253,CUST-000037,CH-001,CH-001,Branch Network,2025-02-04,call_center,EMP-000007,active,In good standing.,2025-03-07,user_cust-000037_ch-001,CUST-000037-CH-001,False,password,2025-02-08,3,2026-05-02,6866.34,534.09,111949.96,744.75,1217.74,3797.74,22,0.0.0.0/0,True,False,2025-04-20,n/a,False,True,2025-03-28,TFP-521,True,True,False,2025-07-18,2025-02-04,2025-03-09
CCE-000000254,CUST-000037,CH-002,CH-002,Online Banking,2025-01-29,self_service,system_seed,active,In good standing.,2025-03-08,user_cust-000037_ch-002,CUST-000037-CH-002,True,otp_sms,2025-02-12,2,,5780.6,3494.07,42706.54,808.59,3767.59,9454.33,9,0.0.0.0/0,False,False,2025-03-23,n/a,False,True,2025-05-14,TFP-362,True,True,False,2025-05-01,2025-01-29,2025-03-15
CCE-000000255,CUST-000037,CH-003,CH-003,Mobile App,2025-02-02,call_center,system_seed,active,In good standing.,2025-11-11,user_cust-000037_ch-003,CUST-000037-CH-003,False,otp_email,2025-10-17,3,2026-05-02,8399.45,3200.83,49449.36,1171.77,4876.7,8328.3,24,0.0.0.0/0,False,False,2025-04-02,3.9.2,True,True,2025-04-29,TFP-897,True,True,False,2025-11-03,2025-02-02,2025-11-15
CCE-000000256,CUST-000037,CH-004,CH-004,Email,2025-01-10,call_center,system_seed,active,In good standing.,2025-07-01,user_cust-000037_ch-004,CUST-000037-CH-004,False,password,2025-05-24,3,2026-05-02,7649.91,1397.39,97412.5,862.66,6740.73,1043.37,9,0.0.0.0/0,False,False,2025-05-07,n/a,False,True,2025-01-23,TFP-642,True,False,False,2025-06-05,2025-01-10,2025-07-04
CCE-000000257,CUST-000037,CH-005,CH-005,SMS,2025-01-14,call_center,EMP-000001,active,In good standing.,2025-11-06,user_cust-000037_ch-005,CUST-000037-CH-005,False,otp_sms,2025-10-03,2,,6712.86,605.33,98628.79,679.45,3958.1,6725.66,12,0.0.0.0/0,False,True,2025-05-11,n/a,False,True,2025-05-17,TFP-584,True,True,False,2025-08-08,2025-01-14,2025-11-13
CCE-000000258,CUST-000037,CH-006,CH-006,Call Center,2025-01-31,branch_assisted,EMP-000007,active,In good standing.,2025-05-06,user_cust-000037_ch-006,CUST-000037-CH-006,False,password,2025-04-28,2,,6885.46,3016.52,37758.63,451.39,2019.69,10308.27,16,10.10.10.0/24,False,False,2025-05-04,n/a,False,True,2025-04-15,TFP-736,False,True,False,2025-05-04,2025-01-31,2025-05-30
CCE-000000259,CUST-000037,CH-007,CH-007,Operations Bridge,2025-01-29,self_service,EMP-000007,active,In good standing.,2025-08-05,user_cust-000037_ch-007,CUST-000037-CH-007,False,password,2025-06-22,2,,7135.91,2581.05,82220.95,1025.05,5270.41,4472.3,23,0.0.0.0/0,False,False,2025-03-08,n/a,False,True,2025-02-27,TFP-208,False,True,False,2025-08-09,2025-01-29,2025-08-26
CCE-000000260,CUST-000038,CH-001,CH-001,Branch Network,2025-01-10,self_service,EMP-000001,active,In good standing.,2025-11-01,user_cust-000038_ch-001,CUST-000038-CH-001,False,password,2025-10-09,1,,3761.58,615.5,38796.59,1192.34,2555.18,5759.9,26,0.0.0.0/0,False,False,2025-01-30,n/a,False,True,2025-03-12,TFP-704,True,True,False,2025-11-13,2025-01-10,2025-11-25
CCE-000000261,CUST-000038,CH-002,CH-002,Online Banking,2024-12-16,branch_assisted,system_seed,active,In good standing.,2025-12-25,user_cust-000038_ch-002,CUST-000038-CH-002,True,otp_email,2025-12-06,1,,4740.0,3015.44,124191.92,566.62,987.28,1830.74,26,0.0.0.0/0,False,False,2025-03-29,n/a,False,True,2025-01-19,TFP-573,True,True,False,2025-05-23,2024-12-16,2026-01-02
CCE-000000262,CUST-000038,CH-003,CH-003,Mobile App,2024-12-06,self_service,EMP-000007,inactive,Security review,2025-09-22,user_cust-000038_ch-003,CUST-000038-CH-003,True,biometric,2025-09-15,0,,8409.59,2496.22,26760.75,529.07,6361.21,6394.79,22,0.0.0.0/0,False,False,2025-01-15,4.1.0,False,True,2025-01-25,TFP-709,True,False,False,2025-03-25,2024-12-06,2025-09-28
CCE-000000263,CUST-000038,CH-004,CH-004,Email,2024-12-13,branch_assisted,EMP-000001,active,In good standing.,2025-12-22,user_cust-000038_ch-004,CUST-000038-CH-004,False,password,2025-12-19,2,,2669.5,2815.49,41606.87,646.68,5650.77,1027.78,11,0.0.0.0/0,False,False,2025-01-07,n/a,False,True,2025-03-25,TFP-563,False,True,False,2025-04-24,2024-12-13,2026-01-11
CCE-000000264,CUST-000038,CH-005,CH-005,SMS,2024-12-11,branch_assisted,EMP-000001,active,In good standing.,2024-12-15,user_cust-000038_ch-005,CUST-000038-CH-005,False,otp_sms,2024-11-12,0,,5878.61,2505.47,37308.08,559.47,5683.21,939.96,19,0.0.0.0/0,False,True,2025-01-26,n/a,False,True,2025-02-15,TFP-737,True,False,False,2025-04-30,2024-12-11,2024-12-20
CCE-000000265,CUST-000038,CH-006,CH-006,Call Center,2025-01-09,self_service,system_seed,active,In good standing.,2025-06-01,user_cust-000038_ch-006,CUST-000038-CH-006,False,password,2025-05-11,1,,7372.69,1353.24,79528.53,1081.94,4815.13,5392.82,18,10.10.10.0/24,False,False,2025-02-18,n/a,False,True,2025-02-15,TFP-667,True,True,False,2025-03-04,2025-01-09,2025-06-05
CCE-000000266,CUST-000038,CH-007,CH-007,Operations Bridge,2024-12-15,call_center,EMP-000001,active,In good standing.,2025-06-13,user_cust-000038_ch-007,CUST-000038-CH-007,False,password,2025-05-23,0,,4870.98,3369.28,85948.06,251.49,6061.94,5670.65,14,0.0.0.0/0,False,False,2025-01-27,n/a,False,True,2025-01-12,TFP-796,True,True,False,2025-04-05,2024-12-15,2025-07-06
CCE-000000267,CUST-000039,CH-001,CH-001,Branch Network,2026-02-10,self_service,system_seed,active,In good standing.,2026-05-01,user_cust-000039_ch-001,CUST-000039-CH-001,False,password,2026-05-01,1,,4714.26,2161.06,71262.33,1002.77,7736.39,986.98,17,0.0.0.0/0,False,False,2026-03-30,n/a,False,False,2026-05-01,TFP-741,True,True,False,2026-05-01,2026-02-10,2026-05-01
CCE-000000268,CUST-000039,CH-002,CH-002,Online Banking,2026-03-05,call_center,system_seed,active,In good standing.,2026-05-01,user_cust-000039_ch-002,CUST-000039-CH-002,True,biometric,2026-05-01,3,2026-05-02,8205.19,3496.19,88243.3,1292.85,3112.7,1897.84,24,10.10.10.0/24,False,False,2026-05-01,n/a,False,True,2026-05-01,TFP-146,True,True,False,2026-05-01,2026-03-05,2026-05-01
CCE-000000269,CUST-000039,CH-003,CH-003,Mobile App,2026-03-05,self_service,EMP-000007,active,In good standing.,2026-05-01,user_cust-000039_ch-003,CUST-000039-CH-003,True,otp_sms,2026-05-01,3,2026-05-02,9305.93,3816.2,52348.58,377.24,972.69,2739.34,6,0.0.0.0/0,False,False,2026-04-01,4.1.0,True,True,2026-04-23,TFP-996,False,False,False,2026-05-01,2026-03-05,2026-05-01
CCE-000000270,CUST-000039,CH-004,CH-004,Email,2026-03-15,call_center,EMP-000001,active,In good standing.,2026-05-01,user_cust-000039_ch-004,CUST-000039-CH-004,False,biometric,2026-05-01,2,,5007.06,1366.88,74573.07,365.9,6406.11,5902.6,10,0.0.0.0/0,False,False,2026-05-01,n/a,False,True,2026-03-31,TFP-911,False,True,False,2026-05-01,2026-03-15,2026-05-01
CCE-000000271,CUST-000039,CH-005,CH-005,SMS,2026-02-21,branch_assisted,EMP-000001,active,In good standing.,2026-05-01,user_cust-000039_ch-005,CUST-000039-CH-005,False,password,2026-05-01,1,,3963.43,3225.62,58951.35,864.76,6614.65,939.01,20,0.0.0.0/0,False,True,2026-03-19,n/a,False,True,2026-04-06,TFP-713,True,True,False,2026-03-30,2026-02-21,2026-05-01
