account_id,customer_id,branch_id,period_id,ending_balance_usd,average_balance_usd
ACCT-000080,CUST-000080,BR-005,2026-M12,20296.9,19388.65
ACCT-000082,CUST-000082,BR-008,2025-M10,15066.3,13954.16
ACCT-000082,CUST-000082,BR-008,2025-M11,14968.03,13620.91
ACCT-000082,CUST-000082,BR-008,2025-M12,15930.98,15319.89
ACCT-000082,CUST-000082,BR-008,2026-M01,15493.94,14756.15
ACCT-000082,CUST-000082,BR-008,2026-M02,16234.78,14945.78
ACCT-000082,CUST-000082,BR-008,2026-M03,15966.83,14637.78
ACCT-000082,CUST-000082,BR-008,2026-M04,16416.45,15797.36
ACCT-000082,CUST-000082,BR-008,2026-M05,16395.55,15882.57
ACCT-000082,CUST-000082,BR-008,2026-M06,16941.66,16360.78
ACCT-000082,CUST-000082,BR-008,2026-M07,16716.23,15588.78
ACCT-000082,CUST-000082,BR-008,2026-M08,16488.24,15035.97
ACCT-000082,CUST-000082,BR-008,2026-M09,16215.74,15647.19
ACCT-000082,CUST-000082,BR-008,2026-M10,17027.71,15755.99
ACCT-000082,CUST-000082,BR-008,2026-M11,16996.65,15489.75
ACCT-000082,CUST-000082,BR-008,2026-M12,17639.55,16498.95
ACCT-000083,CUST-000083,BR-004,2025-M01,5228.57,4815.75
ACCT-000083,CUST-000083,BR-004,2025-M02,5511.77,5079.54
ACCT-000083,CUST-000083,BR-004,2025-M03,5565.74,5324.79
ACCT-000083,CUST-000083,BR-004,2025-M04,5799.63,5522.51
ACCT-000083,CUST-000083,BR-004,2025-M05,5551.07,5142.06
ACCT-000083,CUST-000083,BR-004,2025-M06,5632.95,5349.18
ACCT-000083,CUST-000083,BR-004,2025-M07,5575.57,5142.25
ACCT-000083,CUST-000083,BR-004,2025-M08,5492.07,5046.05
ACCT-000083,CUST-000083,BR-004,2025-M09,5452.18,5231.17
ACCT-000083,CUST-000083,BR-004,2025-M10,5653.23,5369.24
ACCT-000083,CUST-000083,BR-004,2025-M11,5805.83,5574.79
ACCT-000083,CUST-000083,BR-004,2025-M12,6297.19,6045.18
ACCT-000083,CUST-000083,BR-004,2026-M01,5852.03,5560.81
ACCT-000083,CUST-000083,BR-004,2026-M02,5966.07,5599.07
ACCT-000083,CUST-000083,BR-004,2026-M03,6281.84,5740.06
ACCT-000083,CUST-000083,BR-004,2026-M04,6411.43,6047.8
ACCT-000083,CUST-000083,BR-004,2026-M05,6569.46,6256.6
ACCT-000083,CUST-000083,BR-004,2026-M06,6133.24,5836.15
ACCT-000083,CUST-000083,BR-004,2026-M07,5769.13,5590.26
ACCT-000083,CUST-000083,BR-004,2026-M08,6097.2,5792.36
ACCT-000083,CUST-000083,BR-004,2026-M09,6087.67,5819.64
ACCT-000083,CUST-000083,BR-004,2026-M10,6146.87,5890.12
ACCT-000083,CUST-000083,BR-004,2026-M11,6148.79,5815.74
ACCT-000083,CUST-000083,BR-004,2026-M12,6374.92,6002.07
ACCT-000084,CUST-000084,BR-001,2025-M01,17213.62,15954.68
ACCT-000084,CUST-000084,BR-001,2025-M02,17362.65,15969.09
ACCT-000084,CUST-000084,BR-001,2025-M03,17035.67,16239.74
ACCT-000084,CUST-000084,BR-001,2025-M04,16545.06,15369.56
ACCT-000084,CUST-000084,BR-001,2025-M05,18337.01,17299.56
ACCT-000084,CUST-000084,BR-001,2025-M06,16967.53,15980.78
ACCT-000084,CUST-000084,BR-001,2025-M07,17131.8,15839.23
ACCT-000084,CUST-000084,BR-001,2025-M08,17577.71,16325.72
ACCT-000084,CUST-000084,BR-001,2025-M09,18042.87,16973.35
ACCT-000084,CUST-000084,BR-001,2025-M10,17177.46,15817.86
ACCT-000084,CUST-000084,BR-001,2025-M11,18277.96,17261.02
ACCT-000084,CUST-000084,BR-001,2025-M12,18170.48,17443.15
ACCT-000084,CUST-000084,BR-001,2026-M01,20015.27,19224.1
ACCT-000084,CUST-000084,BR-001,2026-M02,20299.36,19203.13
ACCT-000084,CUST-000084,BR-001,2026-M03,20129.4,18844.17
ACCT-000084,CUST-000084,BR-001,2026-M04,19650.37,18565.74
ACCT-000084,CUST-000084,BR-001,2026-M05,19658.53,18550.41
ACCT-000084,CUST-000084,BR-001,2026-M06,19786.33,18647.91
ACCT-000084,CUST-000084,BR-001,2026-M07,19898.01,18193.23
ACCT-000084,CUST-000084,BR-001,2026-M08,18869.6,17580.42
ACCT-000084,CUST-000084,BR-001,2026-M09,18695.21,17401.34
ACCT-000084,CUST-000084,BR-001,2026-M10,19172.87,18455.49
ACCT-000084,CUST-000084,BR-001,2026-M11,18764.36,17134.06
ACCT-000084,CUST-000084,BR-001,2026-M12,19331.23,18007.4
ACCT-000088,CUST-000088,BR-006,2025-M01,7692.87,7020.39
ACCT-000088,CUST-000088,BR-006,2025-M02,7676.72,6999.96
ACCT-000088,CUST-000088,BR-006,2025-M03,7664.12,6999.82
ACCT-000088,CUST-000088,BR-006,2025-M04,7643.74,7310.83
ACCT-000088,CUST-000088,BR-006,2025-M05,8256.18,7601.18
ACCT-000088,CUST-000088,BR-006,2025-M06,7821.71,7200.72
ACCT-000088,CUST-000088,BR-006,2025-M07,7735.92,7501.34
ACCT-000088,CUST-000088,BR-006,2025-M08,7824.61,7130.7
ACCT-000088,CUST-000088,BR-006,2025-M09,7761.69,7202.41
ACCT-000088,CUST-000088,BR-006,2025-M10,8284.89,8005.35
ACCT-000088,CUST-000088,BR-006,2025-M11,7861.18,7399.15
ACCT-000088,CUST-000088,BR-006,2025-M12,8535.28,7981.96
ACCT-000088,CUST-000088,BR-006,2026-M01,8212.82,7671.47
ACCT-000088,CUST-000088,BR-006,2026-M02,8735.04,8022.82
ACCT-000088,CUST-000088,BR-006,2026-M03,8626.66,8128.76
ACCT-000088,CUST-000088,BR-006,2026-M04,8557.92,8069.01
ACCT-000088,CUST-000088,BR-006,2026-M05,8304.43,7702.14
ACCT-000088,CUST-000088,BR-006,2026-M06,8357.26,7632.02
ACCT-000088,CUST-000088,BR-006,2026-M07,7770.3,7285.33
ACCT-000088,CUST-000088,BR-006,2026-M08,7835.95,7414.07
ACCT-000088,CUST-000088,BR-006,2026-M09,8208.88,7876.69
ACCT-000088,CUST-000088,BR-006,2026-M10,7522.25,7287.7
ACCT-000088,CUST-000088,BR-006,2026-M11,8364.02,7745.57
ACCT-000088,CUST-000088,BR-006,2026-M12,8672.72,8184.03
ACCT-000090,CUST-000090,BR-010,2025-M05,45054.13,41784.13
ACCT-000090,CUST-000090,BR-010,2025-M06,42983.75,41431.74
ACCT-000090,CUST-000090,BR-010,2025-M07,44694.08,41148.63
ACCT-000090,CUST-000090,BR-010,2025-M08,42868.93,39441.06
ACCT-000090,CUST-000090,BR-010,2025-M09,44201.42,41899.81
ACCT-000090,CUST-000090,BR-010,2025-M10,43907.33,42229.35
ACCT-000090,CUST-000090,BR-010,2025-M11,46137.63,44479.7
ACCT-000090,CUST-000090,BR-010,2025-M12,46441.29,43338.15
ACCT-000090,CUST-000090,BR-010,2026-M01,48731.16,46979.33
ACCT-000090,CUST-000090,BR-010,2026-M02,50182.69,47185.66
ACCT-000090,CUST-000090,BR-010,2026-M03,49894.12,47950.03
ACCT-000090,CUST-000090,BR-010,2026-M04,48992.36,47214.25
ACCT-000090,CUST-000090,BR-010,2026-M05,49654.65,47213.81
ACCT-000090,CUST-000090,BR-010,2026-M06,50173.47,46063.87
ACCT-000090,CUST-000090,BR-010,2026-M07,52565.08,48398.37
ACCT-000090,CUST-000090,BR-010,2026-M08,46453.1,43822.47
ACCT-000090,CUST-000090,BR-010,2026-M09,48329.2,44766.71
ACCT-000090,CUST-000090,BR-010,2026-M10,46664.76,43759.54
ACCT-000090,CUST-000090,BR-010,2026-M11,50408.9,47876.19
ACCT-000090,CUST-000090,BR-010,2026-M12,52214.73,48480.35
ACCT-000091,CUST-000091,BR-012,2026-M08,9101.5,8477.51
ACCT-000091,CUST-000091,BR-012,2026-M09,9494.72,9098.0
ACCT-000091,CUST-000091,BR-012,2026-M10,9293.35,8927.42
ACCT-000091,CUST-000091,BR-012,2026-M11,9696.66,9190.49
ACCT-000091,CUST-000091,BR-012,2026-M12,9846.6,9027.94
ACCT-000092,CUST-000092,BR-001,2025-M01,9608.06,8800.33
ACCT-000092,CUST-000092,BR-001,2025-M02,10245.1,9825.65
ACCT-000092,CUST-000092,BR-001,2025-M03,9971.15,9469.33
ACCT-000092,CUST-000092,BR-001,2025-M04,10116.85,9511.16
ACCT-000092,CUST-000092,BR-001,2025-M05,9953.41,9492.67
ACCT-000092,CUST-000092,BR-001,2025-M06,10003.18,9213.87
ACCT-000092,CUST-000092,BR-001,2025-M07,9782.5,9064.47
ACCT-000092,CUST-000092,BR-001,2025-M08,10020.44,9308.67
ACCT-000092,CUST-000092,BR-001,2025-M09,10053.02,9565.01
ACCT-000092,CUST-000092,BR-001,2025-M10,10102.87,9301.42
ACCT-000092,CUST-000092,BR-001,2025-M11,9874.37,9445.87
ACCT-000092,CUST-000092,BR-001,2025-M12,11475.1,10460.94
ACCT-000092,CUST-000092,BR-001,2026-M01,10773.09,9961.67
ACCT-000092,CUST-000092,BR-001,2026-M02,11191.95,10679.24
ACCT-000092,CUST-000092,BR-001,2026-M03,11223.56,10349.59
ACCT-000092,CUST-000092,BR-001,2026-M04,11608.77,11228.24
ACCT-000092,CUST-000092,BR-001,2026-M05,10715.81,10138.98
ACCT-000092,CUST-000092,BR-001,2026-M06,10831.25,10392.62
ACCT-000092,CUST-000092,BR-001,2026-M07,10910.22,10435.87
ACCT-000092,CUST-000092,BR-001,2026-M08,10749.41,10079.61
ACCT-000092,CUST-000092,BR-001,2026-M09,10750.93,9824.07
ACCT-000092,CUST-000092,BR-001,2026-M10,10711.66,9885.0
ACCT-000092,CUST-000092,BR-001,2026-M11,10542.48,10223.16
ACCT-000092,CUST-000092,BR-001,2026-M12,10652.39,9986.06
ACCT-000093,CUST-000093,BR-004,2025-M06,50537.93,46821.3
ACCT-000093,CUST-000093,BR-004,2025-M07,48518.63,45691.13
ACCT-000093,CUST-000093,BR-004,2025-M08,49335.96,47200.71
ACCT-000093,CUST-000093,BR-004,2025-M09,49701.14,46097.16
ACCT-000093,CUST-000093,BR-004,2025-M10,49939.18,48145.51
ACCT-000093,CUST-000093,BR-004,2025-M11,50908.39,48595.59
ACCT-000093,CUST-000093,BR-004,2025-M12,50725.82,47663.88
ACCT-000093,CUST-000093,BR-004,2026-M01,53263.9,48915.6
ACCT-000093,CUST-000093,BR-004,2026-M02,55799.36,51202.8
ACCT-000093,CUST-000093,BR-004,2026-M03,56597.66,53653.37
ACCT-000093,CUST-000093,BR-004,2026-M04,51391.05,49538.97
ACCT-000093,CUST-000093,BR-004,2026-M05,53614.11,49866.37
ACCT-000093,CUST-000093,BR-004,2026-M06,54093.2,51830.17
ACCT-000093,CUST-000093,BR-004,2026-M07,50561.81,46454.2
ACCT-000093,CUST-000093,BR-004,2026-M08,56453.67,52789.87
ACCT-000093,CUST-000093,BR-004,2026-M09,53791.53,49314.43
ACCT-000093,CUST-000093,BR-004,2026-M10,55639.21,53649.06
ACCT-000093,CUST-000093,BR-004,2026-M11,57280.65,55045.92
ACCT-000093,CUST-000093,BR-004,2026-M12,62569.64,59220.78
ACCT-000094,CUST-000094,BR-011,2025-M01,46807.83,43574.67
ACCT-000094,CUST-000094,BR-011,2025-M02,49238.98,47191.58
ACCT-000094,CUST-000094,BR-011,2025-M03,48705.72,46093.01
ACCT-000094,CUST-000094,BR-011,2025-M04,49846.63,46196.87
ACCT-000094,CUST-000094,BR-011,2025-M05,50448.76,48649.22
ACCT-000094,CUST-000094,BR-011,2025-M06,48394.38,45685.95
ACCT-000094,CUST-000094,BR-011,2025-M07,50518.91,48482.16
ACCT-000094,CUST-000094,BR-011,2025-M08,48355.3,46382.44
ACCT-000094,CUST-000094,BR-011,2025-M09,50597.23,46678.06
ACCT-000094,CUST-000094,BR-011,2025-M10,51702.66,48896.31
ACCT-000094,CUST-000094,BR-011,2025-M11,48874.48,45821.07
ACCT-000094,CUST-000094,BR-011,2025-M12,49517.1,47857.82
ACCT-000094,CUST-000094,BR-011,2026-M01,51054.57,47302.54
ACCT-000094,CUST-000094,BR-011,2026-M02,52048.66,50344.34
ACCT-000094,CUST-000094,BR-011,2026-M03,52380.62,48682.34
ACCT-000094,CUST-000094,BR-011,2026-M04,52357.86,47954.09
ACCT-000094,CUST-000094,BR-011,2026-M05,52348.81,50136.86
ACCT-000094,CUST-000094,BR-011,2026-M06,49260.86,45827.36
ACCT-000094,CUST-000094,BR-011,2026-M07,49689.34,47579.42
ACCT-000094,CUST-000094,BR-011,2026-M08,49031.44,45488.96
ACCT-000094,CUST-000094,BR-011,2026-M09,46409.82,43215.2
ACCT-000094,CUST-000094,BR-011,2026-M10,45979.32,43656.69
ACCT-000094,CUST-000094,BR-011,2026-M11,48566.15,44675.63
ACCT-000094,CUST-000094,BR-011,2026-M12,49514.87,46778.18
ACCT-000095,CUST-000095,BR-011,2025-M12,9328.78,8652.44
ACCT-000095,CUST-000095,BR-011,2026-M01,9544.77,9053.14
ACCT-000095,CUST-000095,BR-011,2026-M02,9672.78,9283.78
ACCT-000095,CUST-000095,BR-011,2026-M03,9880.04,9566.94
ACCT-000095,CUST-000095,BR-011,2026-M04,9906.49,9424.95
ACCT-000095,CUST-000095,BR-011,2026-M05,9984.4,9576.93
ACCT-000095,CUST-000095,BR-011,2026-M06,10273.21,9710.09
ACCT-000095,CUST-000095,BR-011,2026-M07,9496.8,9180.29
ACCT-000095,CUST-000095,BR-011,2026-M08,9952.04,9594.01
ACCT-000095,CUST-000095,BR-011,2026-M09,10043.43,9354.45
ACCT-000095,CUST-000095,BR-011,2026-M10,9856.15,9066.6
ACCT-000095,CUST-000095,BR-011,2026-M11,10173.95,9508.82
ACCT-000095,CUST-000095,BR-011,2026-M12,9991.42,9380.76
ACCT-000096,CUST-000096,BR-006,2025-M02,9781.36,9443.68
ACCT-000096,CUST-000096,BR-006,2025-M03,9961.53,9325.72
ACCT-000096,CUST-000096,BR-006,2025-M04,9751.94,8936.44
ACCT-000096,CUST-000096,BR-006,2025-M05,9910.62,9421.65
ACCT-000096,CUST-000096,BR-006,2025-M06,10378.15,9683.64
ACCT-000096,CUST-000096,BR-006,2025-M07,10365.57,9762.04
ACCT-000096,CUST-000096,BR-006,2025-M08,10033.78,9180.8
ACCT-000096,CUST-000096,BR-006,2025-M09,10555.02,10201.73
ACCT-000096,CUST-000096,BR-006,2025-M10,9810.27,9260.96
ACCT-000096,CUST-000096,BR-006,2025-M11,10743.4,9915.3
ACCT-000096,CUST-000096,BR-006,2025-M12,10957.34,10620.44
ACCT-000096,CUST-000096,BR-006,2026-M01,11171.4,10212.25
ACCT-000096,CUST-000096,BR-006,2026-M02,10885.06,9984.95
ACCT-000096,CUST-000096,BR-006,2026-M03,11604.34,11226.87
ACCT-000096,CUST-000096,BR-006,2026-M04,11734.11,11274.26
ACCT-000096,CUST-000096,BR-006,2026-M05,10728.69,10132.69
ACCT-000096,CUST-000096,BR-006,2026-M06,12127.52,11372.42
ACCT-000096,CUST-000096,BR-006,2026-M07,11231.08,10530.98
ACCT-000096,CUST-000096,BR-006,2026-M08,12165.53,11127.13
ACCT-000096,CUST-000096,BR-006,2026-M09,11793.37,11364.45
ACCT-000096,CUST-000096,BR-006,2026-M10,10893.76,10382.94
ACCT-000096,CUST-000096,BR-006,2026-M11,11604.52,11115.13
ACCT-000096,CUST-000096,BR-006,2026-M12,11323.39,10703.98
ACCT-000098,CUST-000098,BR-002,2025-M06,53315.05,51516.37
ACCT-000098,CUST-000098,BR-002,2025-M07,48877.6,45189.56
ACCT-000098,CUST-000098,BR-002,2025-M08,49648.08,45360.48
ACCT-000098,CUST-000098,BR-002,2025-M09,49622.69,47872.77
ACCT-000098,CUST-000098,BR-002,2025-M10,52542.73,48900.03
ACCT-000098,CUST-000098,BR-002,2025-M11,50621.38,47815.7
ACCT-000098,CUST-000098,BR-002,2025-M12,53278.91,48847.5
ACCT-000098,CUST-000098,BR-002,2026-M01,51990.68,49290.22
ACCT-000098,CUST-000098,BR-002,2026-M02,54859.81,51245.44
ACCT-000098,CUST-000098,BR-002,2026-M03,56291.25,52753.14
ACCT-000098,CUST-000098,BR-002,2026-M04,58189.6,53365.76
ACCT-000098,CUST-000098,BR-002,2026-M05,52200.85,49266.01
ACCT-000098,CUST-000098,BR-002,2026-M06,56841.51,54621.5
ACCT-000098,CUST-000098,BR-002,2026-M07,57363.78,54271.47
ACCT-000098,CUST-000098,BR-002,2026-M08,55342.88,51465.46
ACCT-000098,CUST-000098,BR-002,2026-M09,59038.86,57258.68
ACCT-000098,CUST-000098,BR-002,2026-M10,57271.32,55208.96
ACCT-000098,CUST-000098,BR-002,2026-M11,57117.44,54535.03
ACCT-000098,CUST-000098,BR-002,2026-M12,62028.87,57619.7
ACCT-000099,CUST-000099,BR-001,2025-M01,46528.77,43175.92
ACCT-000099,CUST-000099,BR-001,2025-M02,46173.27,42150.16
ACCT-000099,CUST-000099,BR-001,2025-M03,46300.69,43415.41
ACCT-000099,CUST-000099,BR-001,2025-M04,48820.18,45600.18
ACCT-000099,CUST-000099,BR-001,2025-M05,48294.44,46309.18
ACCT-000099,CUST-000099,BR-001,2025-M06,47165.43,44599.14
ACCT-000099,CUST-000099,BR-001,2025-M07,49089.06,45589.72
ACCT-000099,CUST-000099,BR-001,2025-M08,49247.01,45681.49
ACCT-000099,CUST-000099,BR-001,2025-M09,44899.02,43062.04
ACCT-000099,CUST-000099,BR-001,2025-M10,47482.67,43610.36
ACCT-000099,CUST-000099,BR-001,2025-M11,47269.37,43864.37
ACCT-000099,CUST-000099,BR-001,2025-M12,50522.17,45988.44
ACCT-000099,CUST-000099,BR-001,2026-M01,52682.17,47970.2
ACCT-000099,CUST-000099,BR-001,2026-M02,52816.85,49333.13
ACCT-000099,CUST-000099,BR-001,2026-M03,50488.72,47303.26
ACCT-000099,CUST-000099,BR-001,2026-M04,52870.35,50226.81
ACCT-000099,CUST-000099,BR-001,2026-M05,49599.23,46332.55
ACCT-000099,CUST-000099,BR-001,2026-M06,52461.42,50259.03
ACCT-000099,CUST-000099,BR-001,2026-M07,53595.43,50979.77
ACCT-000099,CUST-000099,BR-001,2026-M08,48584.61,44736.34
ACCT-000099,CUST-000099,BR-001,2026-M09,52859.4,50573.37
ACCT-000099,CUST-000099,BR-001,2026-M10,50474.48,46630.43
ACCT-000099,CUST-000099,BR-001,2026-M11,52918.2,49747.11
ACCT-000099,CUST-000099,BR-001,2026-M12,50830.08,46336.69
ACCT-000100,CUST-000100,BR-006,2026-M05,3341.23,3162.08
ACCT-000100,CUST-000100,BR-006,2026-M06,3141.05,3011.26
ACCT-000100,CUST-000100,BR-006,2026-M07,3102.5,3005.22
ACCT-000100,CUST-000100,BR-006,2026-M08,3294.42,3025.99
ACCT-000100,CUST-000100,BR-006,2026-M09,3353.4,3206.06
ACCT-000100,CUST-000100,BR-006,2026-M10,3277.81,3010.56
ACCT-000100,CUST-000100,BR-006,2026-M11,3354.62,3081.03
ACCT-000100,CUST-000100,BR-006,2026-M12,3547.3,3433.82
ACCT-000101,CUST-000101,BR-008,2025-M01,61525.09,55988.41
ACCT-000101,CUST-000101,BR-008,2025-M02,62278.83,58068.44
ACCT-000101,CUST-000101,BR-008,2025-M03,64096.16,59786.57
ACCT-000101,CUST-000101,BR-008,2025-M04,64775.06,59566.17
ACCT-000101,CUST-000101,BR-008,2025-M05,65065.29,60505.17
ACCT-000101,CUST-000101,BR-008,2025-M06,62211.41,58155.02
ACCT-000101,CUST-000101,BR-008,2025-M07,61689.92,58347.36
ACCT-000101,CUST-000101,BR-008,2025-M08,66651.13,63277.78
ACCT-000101,CUST-000101,BR-008,2025-M09,62825.21,58450.23
ACCT-000101,CUST-000101,BR-008,2025-M10,65746.89,63273.6
ACCT-000101,CUST-000101,BR-008,2025-M11,63632.49,59057.72
ACCT-000101,CUST-000101,BR-008,2025-M12,68038.68,64430.16
ACCT-000101,CUST-000101,BR-008,2026-M01,68961.69,63931.37
ACCT-000101,CUST-000101,BR-008,2026-M02,69836.09,64002.61
ACCT-000101,CUST-000101,BR-008,2026-M03,70895.11,68439.01
ACCT-000101,CUST-000101,BR-008,2026-M04,71842.08,67196.41
ACCT-000101,CUST-000101,BR-008,2026-M05,67963.78,64366.26
ACCT-000101,CUST-000101,BR-008,2026-M06,69284.71,65633.5
ACCT-000101,CUST-000101,BR-008,2026-M07,68282.31,62649.15
ACCT-000101,CUST-000101,BR-008,2026-M08,62904.37,59240.93
ACCT-000101,CUST-000101,BR-008,2026-M09,68247.39,64112.04
ACCT-000101,CUST-000101,BR-008,2026-M10,67519.17,61550.29
ACCT-000101,CUST-000101,BR-008,2026-M11,68361.23,65355.06
ACCT-000101,CUST-000101,BR-008,2026-M12,68886.59,63141.85
ACCT-000102,CUST-000102,BR-011,2025-M11,2670.5,2465.78
ACCT-000102,CUST-000102,BR-011,2025-M12,2609.8,2487.28
ACCT-000102,CUST-000102,BR-011,2026-M01,2581.15,2432.84
ACCT-000102,CUST-000102,BR-011,2026-M02,2831.37,2697.54
ACCT-000102,CUST-000102,BR-011,2026-M03,2705.55,2609.2
ACCT-000102,CUST-000102,BR-011,2026-M04,2774.93,2651.37
ACCT-000102,CUST-000102,BR-011,2026-M05,2836.79,2616.93
ACCT-000102,CUST-000102,BR-011,2026-M06,2728.23,2488.11
ACCT-000102,CUST-000102,BR-011,2026-M07,2746.52,2559.55
ACCT-000102,CUST-000102,BR-011,2026-M08,2848.48,2742.05
ACCT-000102,CUST-000102,BR-011,2026-M09,2853.1,2760.78
ACCT-000102,CUST-000102,BR-011,2026-M10,2783.45,2602.38
ACCT-000102,CUST-000102,BR-011,2026-M11,2807.18,2690.66
ACCT-000102,CUST-000102,BR-011,2026-M12,2734.89,2554.58
ACCT-000103,CUST-000103,BR-003,2026-M07,11674.92,10792.28
ACCT-000103,CUST-000103,BR-003,2026-M08,11264.42,10642.24
ACCT-000103,CUST-000103,BR-003,2026-M09,11814.22,11306.16
ACCT-000103,CUST-000103,BR-003,2026-M10,11745.62,11005.27
ACCT-000103,CUST-000103,BR-003,2026-M11,11849.17,11118.94
ACCT-000103,CUST-000103,BR-003,2026-M12,12285.42,11413.69
ACCT-000104,CUST-000104,BR-011,2025-M12,11260.3,10275.51
ACCT-000104,CUST-000104,BR-011,2026-M01,11182.93,10510.97
ACCT-000104,CUST-000104,BR-011,2026-M02,12003.26,11309.85
ACCT-000104,CUST-000104,BR-011,2026-M03,11153.25,10513.33
ACCT-000104,CUST-000104,BR-011,2026-M04,12152.21,11775.48
ACCT-000104,CUST-000104,BR-011,2026-M05,12564.93,11736.49
ACCT-000104,CUST-000104,BR-011,2026-M06,12194.69,11549.31
ACCT-000104,CUST-000104,BR-011,2026-M07,12261.58,11369.44
ACCT-000104,CUST-000104,BR-011,2026-M08,12257.86,11161.26
ACCT-000104,CUST-000104,BR-011,2026-M09,11940.08,11511.66
ACCT-000104,CUST-000104,BR-011,2026-M10,12150.25,11410.78
ACCT-000104,CUST-000104,BR-011,2026-M11,12410.86,11890.63
ACCT-000104,CUST-000104,BR-011,2026-M12,12182.56,11448.18
ACCT-000106,CUST-000106,BR-012,2025-M01,6501.36,6084.94
ACCT-000106,CUST-000106,BR-012,2025-M02,6883.83,6540.53
ACCT-000106,CUST-000106,BR-012,2025-M03,6670.12,6331.21
ACCT-000106,CUST-000106,BR-012,2025-M04,7093.76,6613.3
ACCT-000106,CUST-000106,BR-012,2025-M05,7160.9,6917.42
ACCT-000106,CUST-000106,BR-012,2025-M06,6604.46,6125.45
ACCT-000106,CUST-000106,BR-012,2025-M07,6958.76,6370.29
ACCT-000106,CUST-000106,BR-012,2025-M08,6840.6,6562.31
ACCT-000106,CUST-000106,BR-012,2025-M09,6892.02,6578.84
ACCT-000106,CUST-000106,BR-012,2025-M10,6885.41,6560.74
ACCT-000106,CUST-000106,BR-012,2025-M11,6820.69,6248.95
ACCT-000106,CUST-000106,BR-012,2025-M12,7535.93,6899.85
ACCT-000106,CUST-000106,BR-012,2026-M01,7442.89,7053.57
ACCT-000106,CUST-000106,BR-012,2026-M02,7169.73,6729.33
ACCT-000106,CUST-000106,BR-012,2026-M03,7532.19,7171.83
ACCT-000106,CUST-000106,BR-012,2026-M04,7433.85,6963.65
ACCT-000106,CUST-000106,BR-012,2026-M05,7193.85,6865.83
ACCT-000106,CUST-000106,BR-012,2026-M06,7488.9,7254.49
ACCT-000106,CUST-000106,BR-012,2026-M07,7330.01,7082.82
ACCT-000106,CUST-000106,BR-012,2026-M08,7377.91,6955.09
ACCT-000106,CUST-000106,BR-012,2026-M09,6906.74,6326.08
ACCT-000106,CUST-000106,BR-012,2026-M10,6927.35,6439.28
ACCT-000106,CUST-000106,BR-012,2026-M11,7219.38,6749.66
ACCT-000106,CUST-000106,BR-012,2026-M12,7226.82,6614.35
ACCT-000107,CUST-000107,BR-009,2025-M09,1407.33,1338.43
ACCT-000107,CUST-000107,BR-009,2025-M10,1409.95,1343.64
ACCT-000107,CUST-000107,BR-009,2025-M11,1439.86,1390.49
ACCT-000107,CUST-000107,BR-009,2025-M12,1511.4,1385.78
ACCT-000107,CUST-000107,BR-009,2026-M01,1558.87,1433.92
ACCT-000107,CUST-000107,BR-009,2026-M02,1483.97,1377.33
ACCT-000107,CUST-000107,BR-009,2026-M03,1532.02,1432.88
ACCT-000107,CUST-000107,BR-009,2026-M04,1636.47,1537.39
ACCT-000107,CUST-000107,BR-009,2026-M05,1646.66,1587.6
ACCT-000107,CUST-000107,BR-009,2026-M06,1505.24,1437.79
ACCT-000107,CUST-000107,BR-009,2026-M07,1583.81,1461.53
ACCT-000107,CUST-000107,BR-009,2026-M08,1588.14,1476.96
ACCT-000107,CUST-000107,BR-009,2026-M09,1542.37,1445.56
ACCT-000107,CUST-000107,BR-009,2026-M10,1596.29,1503.37
ACCT-000107,CUST-000107,BR-009,2026-M11,1609.85,1491.53
ACCT-000107,CUST-000107,BR-009,2026-M12,1646.28,1596.11
ACCT-000111,CUST-000111,BR-003,2026-M07,19836.46,18567.19
ACCT-000111,CUST-000111,BR-003,2026-M08,17750.51,16507.63
ACCT-000111,CUST-000111,BR-003,2026-M09,18788.55,17651.2
ACCT-000111,CUST-000111,BR-003,2026-M10,19219.47,18345.55
ACCT-000111,CUST-000111,BR-003,2026-M11,20174.35,18601.63
ACCT-000111,CUST-000111,BR-003,2026-M12,20181.36,19374.62
ACCT-000112,CUST-000112,BR-011,2026-M09,21546.39,20609.19
ACCT-000112,CUST-000112,BR-011,2026-M10,20108.55,18744.62
ACCT-000112,CUST-000112,BR-011,2026-M11,20693.7,19268.84
ACCT-000112,CUST-000112,BR-011,2026-M12,20652.76,18823.3
ACCT-000114,CUST-000114,BR-004,2025-M01,5636.54,5270.19
ACCT-000114,CUST-000114,BR-004,2025-M02,5466.09,5138.73
ACCT-000114,CUST-000114,BR-004,2025-M03,5509.8,5171.3
ACCT-000114,CUST-000114,BR-004,2025-M04,5463.45,5217.3
ACCT-000114,CUST-000114,BR-004,2025-M05,5345.24,4890.0
ACCT-000114,CUST-000114,BR-004,2025-M06,5732.01,5476.65
ACCT-000114,CUST-000114,BR-004,2025-M07,5448.0,5193.87
ACCT-000114,CUST-000114,BR-004,2025-M08,5583.93,5218.0
ACCT-000114,CUST-000114,BR-004,2025-M09,5323.3,4919.39
ACCT-000114,CUST-000114,BR-004,2025-M10,5647.79,5322.39
ACCT-000114,CUST-000114,BR-004,2025-M11,5659.95,5342.9
ACCT-000114,CUST-000114,BR-004,2025-M12,5767.17,5412.07
ACCT-000114,CUST-000114,BR-004,2026-M01,6073.43,5716.01
