account_id,customer_id,branch_id,product_id,account_open_date,account_status,current_balance_usd
ACCT-000336,CUST-000336,BR-006,PRD-002,2025-04-15,Active,53247.06
ACCT-000337,CUST-000337,BR-003,PRD-001,2025-01-30,Active,12996.47
ACCT-000338,CUST-000338,BR-007,PRD-002,2026-03-06,Active,22357.23
ACCT-000339,CUST-000339,BR-011,PRD-001,2025-09-17,Active,6261.07
ACCT-000340,CUST-000340,BR-011,PRD-006,2024-08-01,Active,9896.35
ACCT-000341,CUST-000341,BR-005,PRD-006,2025-06-01,Active,7288.39
ACCT-000342,CUST-000342,BR-001,PRD-001,2024-09-03,Active,6199.73
ACCT-000343,CUST-000343,BR-012,PRD-001,2024-03-11,Dormant,3982.61
ACCT-000344,CUST-000344,BR-005,PRD-003,2026-07-15,Dormant,75237.48
ACCT-000345,CUST-000345,BR-008,PRD-001,2025-09-27,Dormant,12209.63
ACCT-000346,CUST-000346,BR-011,PRD-005,2025-09-14,Active,17456.76
ACCT-000347,CUST-000347,BR-002,PRD-001,2024-12-23,Active,11927.92
ACCT-000348,CUST-000348,BR-005,PRD-006,2025-03-19,Active,5757.67
ACCT-000349,CUST-000349,BR-004,PRD-003,2026-02-14,Dormant,13774.08
ACCT-000350,CUST-000350,BR-006,PRD-002,2024-07-07,Active,44378.27
ACCT-000351,CUST-000351,BR-003,PRD-002,2025-11-09,Active,37479.94
ACCT-000352,CUST-000352,BR-010,PRD-001,2025-12-27,Dormant,1305.51
ACCT-000353,CUST-000353,BR-010,PRD-001,2024-07-14,Active,4008.58
ACCT-000354,CUST-000354,BR-007,PRD-003,2025-06-06,Active,14094.58
ACCT-000355,CUST-000355,BR-012,PRD-006,2025-03-19,Closed,16678.8
ACCT-000356,CUST-000356,BR-007,PRD-002,2025-04-27,Active,22102.89
ACCT-000357,CUST-000357,BR-009,PRD-001,2025-08-19,Active,10510.58
ACCT-000358,CUST-000358,BR-008,PRD-006,2024-02-28,Active,3903.84
ACCT-000359,CUST-000359,BR-006,PRD-003,2026-06-29,Active,94978.46
ACCT-000360,CUST-000360,BR-009,PRD-005,2024-03-12,Active,27354.41
